Region,Scenario,Variable,Unit,2020,2025,2030,2035,2040,2045,2050
BRB,NetZero,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.013777620929856921,-0.00935087577637029,-0.005197199039866263,-0.002600895258296266,-0.0012444705566354575,-0.0007876745106615549,-0.0008803699107492458
BRN,NetZero,Area|Forest|Age Class|0-20,Million ha,0.0078,0.021696672564438423,0.035793345128876844,0.04517134866753991,0.038052679641764516,0.025945008846657635,0.017642606015727185
BRN,NetZero,Area|Forest|Age Class|21-40,Million ha,0.0104,0.0121,0.0119,0.0111,0.02163733805155074,0.03553401061598916,0.044095747959807294
BRN,NetZero,Area|Forest|Age Class|41-60,Million ha,0.0001,0.0018,0.0052,0.007,0.0104,0.0121,0.0119
BRN,NetZero,Area|Forest|Age Class|61+,Million ha,0.5486,0.5486,0.5486,0.5486,0.5487,0.5504,0.5538
BRN,NetZero,Carbon Stock|Forest|Total,Mt C,69.48294715483898,69.82843640143815,70.31338303872484,71.12770503326531,72.33480654565689,73.76521956331416,75.17713560708285
BRN,NetZero,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.21643187076206893,-0.2533587808393927,-0.35562753401023406,-0.5971694626630172,-0.8852077757538211,-1.048969546282,-1.0354050987637018
BTN,NetZero,Area|Forest|Age Class|0-20,Million ha,0.0251,0.16494777477380967,0.3109955495476194,0.43227376936666695,0.401304214411905,0.30869554954761935,0.20991297369238107
BTN,NetZero,Area|Forest|Age Class|21-40,Million ha,0.4563,0.2571,0.1334,0.064,0.14857821981904773,0.28842599459285745,0.40977812540285746
BTN,NetZero,Area|Forest|Age Class|41-60,Million ha,1.551,1.3513,1.0467,0.7166,0.4563,0.2571,0.1334
BTN,NetZero,Area|Forest|Age Class|61+,Million ha,1.3679,1.7813,2.2179,2.6196,2.9189,3.1326,3.2646
BTN,NetZero,Carbon Stock|Forest|Total,Mt C,145.5597087370989,155.52335254517592,165.0953877594508,174.2380098212981,182.98789463930072,191.3442987163307,199.2631077223594
BTN,NetZero,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-7.316819355641856,-7.30667212592315,-7.0194924904682425,-6.704589512021357,-6.416582199868583,-6.128029656488661,-5.807126604421033
