Region,Scenario,Variable,Unit,2017,2018,2019,2020,2021,2022,2023,2024
FIN,Historical,Area|Forest|Age Class|61+,Million ha,30.6865,30.7741,30.8607,30.9446,33.5659,33.6532,33.7342,33.8125
FIN,Historical,Carbon Stock|Forest|Total,Mt C,1100.4708633923663,1103.465211531712,1106.2953981200003,8502364.490330258,69681402456019.14,9.94007025920086e+18,6.903194795319579e+22,5.038558073320274e+25
FIN,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-12.046633588736615,-10.979276510934142,-10.377350823724024,-31171280.048084505,-255498444496733.7,-3.6446668785260814e+19,-2.530806955707675e+23,-1.8449401221258163e+26
FJI,Historical,Area|Forest|Age Class|0-20,Million ha,0.068,0.0607,0.0537,0.0469,0.0295,0.0248,0.0221,0.0189
FJI,Historical,Area|Forest|Age Class|21-40,Million ha,0.4982,0.5055,0.5125,0.5193,0.3472,0.3519,0.3539,0.3567
FJI,Historical,Area|Forest|Age Class|41-60,Million ha,0.5848,0.5848,0.5848,0.5848,0.6936,0.6936,0.6943,0.6947
FJI,Historical,Area|Forest|Age Class|61+,Million ha,0.3818,0.3818,0.3818,0.3818,0.4625,0.4625,0.4625,0.4625
FJI,Historical,Carbon Stock|Forest|Total,Mt C,178.41027418454124,181.99786099062896,185.47959492,188.8528080131244,192.11532759790563,195.26544875993636,198.30191476683015,201.22390373902743
FJI,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-13.530879849453848,-13.154484955655002,-12.766357741027168,-12.368448008122716,-11.962571810864564,-11.550444260779338,-11.133708691943895,-10.713959564723371
FLK,Historical,Area|Forest|Age Class|0-20,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLK,Historical,Area|Forest|Age Class|21-40,Million ha,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
FLK,Historical,Area|Forest|Age Class|41-60,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLK,Historical,Area|Forest|Age Class|61+,Million ha,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
FLK,Historical,Carbon Stock|Forest|Total,Mt C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLK,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA,Historical,Area|Forest|Age Class|0-20,Million ha,1.1207,1.1206,1.1206,1.1206,0.6169,0.6169,0.6169,0.6169
FRA,Historical,Area|Forest|Age Class|21-40,Million ha,2.0376,2.0242,2.0151,2.0056,2.032,2.0267,2.0221,2.0186
FRA,Historical,Area|Forest|Age Class|41-60,Million ha,2.968,2.8445,2.7313,2.6266,2.7035,2.596,2.4916,2.3907
FRA,Historical,Area|Forest|Age Class|61+,Million ha,5.8156,5.9526,6.0749,6.1891,6.5895,6.7023,6.8113,6.9157
FRA,Historical,Carbon Stock|Forest|Total,Mt C,676.0437175078172,686.5557941958617,696.9842143900001,707.3225136019739,717.5643330460565,727.7034495876617,737.7338048466993,747.6495330424414
FRA,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-38.827042208237756,-38.54428118949666,-38.23754071184089,-37.90709711057051,-37.553337961636124,-37.17676065255231,-36.777969283137885,-36.35767005105428
GAB,Historical,Area|Forest|Age Class|0-20,Million ha,0.0104,0.0103,0.0103,0.0102,0.008,0.008,0.0077,0.0077
GAB,Historical,Area|Forest|Age Class|21-40,Million ha,0.0056,0.0057,0.0057,0.0058,0.0064,0.0064,0.0067,0.0067
GAB,Historical,Area|Forest|Age Class|41-60,Million ha,0.0144,0.0144,0.0144,0.0144,0.014,0.014,0.014,0.014
GAB,Historical,Area|Forest|Age Class|61+,Million ha,25.8999,25.8999,25.8999,25.8999,25.9019,25.9019,25.9019,25.9019
GAB,Historical,Carbon Stock|Forest|Total,Mt C,4482.8617380415135,4483.142624772757,4483.433041859998,4483.75251701827,4484.15247421435,4484.790965446164,4486.159388983822,4489.6469893359135
GAB,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-1.0276552574884286,-1.0299180145587645,-1.0648626532192793,-1.171408913661859,-1.4665097189611818,-2.3411345166496176,-5.017552971414867,-12.787867957667913
GBR,Historical,Area|Forest|Age Class|0-20,Million ha,0.601,0.601,0.601,0.601,0.5859,0.5859,0.5859,0.5859
GBR,Historical,Area|Forest|Age Class|21-40,Million ha,0.0412,0.0409,0.0405,0.0404,0.0473,0.0468,0.0466,0.0462
GBR,Historical,Area|Forest|Age Class|41-60,Million ha,0.0665,0.0647,0.0633,0.0603,0.0596,0.057,0.0547,0.0513
GBR,Historical,Area|Forest|Age Class|61+,Million ha,0.0602,0.0623,0.0641,0.0672,0.0761,0.0792,0.0817,0.0855
GBR,Historical,Carbon Stock|Forest|Total,Mt C,10.110990967952922,10.476155178552153,10.86489224,11.27874664379413,11.719212573912904,12.187719882863673,12.685620714881992,13.214176736277091
GBR,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-1.2582954132964943,-1.3389354388638453,-1.425369225308771,-1.5174661472451476,-1.6150417437688334,-1.7178601328194887,-1.8256363840671685,-1.9380387451153631
GEO,Historical,Area|Forest|Age Class|0-20,Million ha,0.0013,0.0013,0.0013,0.0013,0.0008,0.0008,0.0008,0.0008
GEO,Historical,Area|Forest|Age Class|21-40,Million ha,0.0629,0.0561,0.049,0.0421,0.0299,0.0265,0.0233,0.0207
GEO,Historical,Area|Forest|Age Class|41-60,Million ha,0.2229,0.2186,0.2159,0.2122,0.197,0.1921,0.1882,0.1835
GEO,Historical,Area|Forest|Age Class|61+,Million ha,2.9289,2.94,2.9498,2.9604,2.9883,2.9966,3.0037,3.011
GEO,Historical,Carbon Stock|Forest|Total,Mt C,125.72231101536676,126.94840994127077,128.15678376,129.347387912894,130.52019418047877,131.6751899911552,132.81237773934743,133.93177411413677
GEO,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-4.560462263896071,-4.495696061648042,-4.43070400200717,-4.3655485606113205,-4.3002896478108426,-4.234984639146944,-4.169688410038134,-4.104453374227603
GGY,Historical,Area|Forest|Age Class|0-20,Million ha,0.0007,0.0007,0.0007,0.0007,0.0004,0.0004,0.0004,0.0004
GGY,Historical,Area|Forest|Age Class|21-40,Million ha,0.0,0.0,0.0,0.0,0.0003,0.0003,0.0003,0.0003
GGY,Historical,Area|Forest|Age Class|41-60,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GGY,Historical,Area|Forest|Age Class|61+,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GGY,Historical,Carbon Stock|Forest|Total,Mt C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GGY,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GHA,Historical,Area|Forest|Age Class|0-20,Million ha,1.1193,1.0373,0.9568,0.8718,0.7452,0.6503,0.551,0.4518
GHA,Historical,Area|Forest|Age Class|21-40,Million ha,0.4474,0.5289,0.6085,0.6921,0.7945,0.8882,0.986,1.083
GHA,Historical,Area|Forest|Age Class|41-60,Million ha,0.0389,0.0394,0.0403,0.0417,0.0606,0.0618,0.0633,0.0655
GHA,Historical,Area|Forest|Age Class|61+,Million ha,3.2043,3.2043,3.2043,3.2043,3.2096,3.2096,3.2096,3.2096
GHA,Historical,Carbon Stock|Forest|Total,Mt C,282.45975673638566,285.700412348735,289.11509358999996,292.6957992714226,296.43777561713364,300.3396989825707,304.40241689931804,308.62642937025123
GHA,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-11.207836922806905,-11.882403911947486,-12.520497884638283,-13.129254165216253,-13.720579934273909,-14.307052339935979,-14.89663236140683,-15.488045726755027
GIN,Historical,Area|Forest|Age Class|0-20,Million ha,1.3886,1.286,1.1917,1.1241,0.7552,0.6908,0.626,0.5605
GIN,Historical,Area|Forest|Age Class|21-40,Million ha,1.312,1.3996,1.4762,1.5244,1.8181,1.8584,1.8988,1.9353
GIN,Historical,Area|Forest|Age Class|41-60,Million ha,0.1766,0.1916,0.2091,0.2274,0.2991,0.3223,0.3449,0.3724
GIN,Historical,Area|Forest|Age Class|61+,Million ha,1.5881,1.5881,1.5883,1.5894,1.5929,1.5938,1.5956,1.5971
GIN,Historical,Carbon Stock|Forest|Total,Mt C,146.69741443809664,149.33535410684146,152.00324519999998,154.6934627323255,157.39845168306337,160.11082236331788,162.82343685843202,165.52948417268306
GIN,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-9.534779882724715,-9.672445452064341,-9.782267341581226,-9.864130951860185,-9.918292819372244,-9.945359160933197,-9.94625314875184,-9.922173485587138
GLP,Historical,Area|Forest|Age Class|0-20,Million ha,0.0018,0.0018,0.0018,0.0018,0.0013,0.0013,0.0013,0.0013
GLP,Historical,Area|Forest|Age Class|21-40,Million ha,0.0088,0.0085,0.0081,0.0075,0.0063,0.0058,0.0055,0.0054
GLP,Historical,Area|Forest|Age Class|41-60,Million ha,0.0472,0.0467,0.0457,0.0442,0.0414,0.0388,0.0355,0.0333
GLP,Historical,Area|Forest|Age Class|61+,Million ha,0.0066,0.0074,0.0088,0.0109,0.0154,0.0185,0.0221,0.0244
GLP,Historical,Carbon Stock|Forest|Total,Mt C,3.6838942313503233,3.738680760280165,3.8081815800000003,5.1364553929793355e+69,3.4486198653036264e+122,1.5075381820283128e+161,2.768160765582737e+189,1.3062094316389286e+210
GLP,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.20829620500942791,-0.20088393940941957,-0.25483633897272917,-1.8833669774257563e+70,-1.2644939506113296e+123,-5.527640000770481e+161,-1.0149922807136703e+190,-4.789434582676071e+210
GMB,Historical,Area|Forest|Age Class|0-20,Million ha,0.0237,0.0236,0.0235,0.0232,0.0099,0.0098,0.0098,0.0098
GMB,Historical,Area|Forest|Age Class|21-40,Million ha,0.0103,0.0104,0.0105,0.0108,0.0233,0.0234,0.0234,0.0234
GMB,Historical,Area|Forest|Age Class|41-60,Million ha,0.0012,0.0012,0.0012,0.0012,0.002,0.002,0.002,0.002
GMB,Historical,Area|Forest|Age Class|61+,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMB,Historical,Carbon Stock|Forest|Total,Mt C,0.39043176384960243,0.41478725473720673,0.43880563,0.46236490076044373,0.48535966213329945,0.5077016660888177,0.5293196586634321,0.5501586102012326
GMB,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.09003648641518794,-0.08930346658788244,-0.0880673759635753,-0.08638399278829367,-0.08431412503380431,-0.08192068117023367,-0.07926597277358607,-0.07640948897193503
GNB,Historical,Area|Forest|Age Class|0-20,Million ha,0.0808,0.0758,0.0711,0.0644,0.0303,0.0276,0.0256,0.0226
GNB,Historical,Area|Forest|Age Class|21-40,Million ha,0.3584,0.3601,0.3605,0.3599,0.3414,0.3365,0.3252,0.3151
GNB,Historical,Area|Forest|Age Class|41-60,Million ha,0.2003,0.2032,0.2068,0.2132,0.2588,0.2635,0.2719,0.274
GNB,Historical,Area|Forest|Age Class|61+,Million ha,0.0041,0.0045,0.0052,0.0061,0.0131,0.016,0.0209,0.0319
GNB,Historical,Carbon Stock|Forest|Total,Mt C,17.31304178361365,17.726479056456554,18.13819018,18.547858471818788,18.95518096539721,19.359868790322135,19.761647461432077,20.160257081632153
GNB,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-1.521056164097402,-1.515936667090654,-1.509607452992629,-1.5021170700022282,-1.4935158097875516,-1.4838553580580545,-1.4731884607364507,-1.461568607400281
GNQ,Historical,Area|Forest|Age Class|0-20,Million ha,0.0011,0.0011,0.0011,0.001,0.0006,0.0006,0.0006,0.0006
GNQ,Historical,Area|Forest|Age Class|21-40,Million ha,0.0005,0.0005,0.0005,0.0006,0.001,0.001,0.0009,0.0009
GNQ,Historical,Area|Forest|Age Class|41-60,Million ha,0.0014,0.0013,0.0013,0.0013,0.0012,0.0011,0.0012,0.0012
GNQ,Historical,Area|Forest|Age Class|61+,Million ha,2.8913,2.8914,2.8914,2.8914,2.8915,2.8916,2.8916,2.8916
GNQ,Historical,Carbon Stock|Forest|Total,Mt C,453.52115166965336,454.39748905155875,455.26495668,456.12362767926044,456.9735749051663,457.81487094216544,458.64758810016826,459.4717984111647
GNQ,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-3.246028593287747,-3.213237066986418,-3.1807146376179576,-3.1484603306215604,-3.1164731616547856,-3.084752135663564,-3.0532962460103477,-3.022104473653542
GRC,Historical,Area|Forest|Age Class|0-20,Million ha,0.0145,0.0145,0.0145,0.0145,0.0106,0.0106,0.0106,0.0106
GRC,Historical,Area|Forest|Age Class|21-40,Million ha,0.1799,0.176,0.1739,0.1726,0.0877,0.0872,0.0871,0.0871
GRC,Historical,Area|Forest|Age Class|41-60,Million ha,1.6415,1.5405,1.4405,1.331,1.1892,1.0838,0.9835,0.8934
GRC,Historical,Area|Forest|Age Class|61+,Million ha,2.1975,2.3024,2.4045,2.5153,2.7459,2.8518,2.9522,3.0423
GRC,Historical,Carbon Stock|Forest|Total,Mt C,128.50435585378574,130.95530311872622,133.38117216,135.7804529190161,138.1518323918076,140.494198446332,142.80664141052657,145.08845320568008
GRC,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-9.072521963979142,-8.986806638115098,-8.89485315133721,-8.79736278305906,-8.695058066902124,-8.58867553325615,-8.47895753538005,-8.366643248896224
GRD,Historical,Area|Forest|Age Class|0-20,Million ha,0.0004,0.0004,0.0004,0.0004,0.0003,0.0003,0.0003,0.0003
GRD,Historical,Area|Forest|Age Class|21-40,Million ha,0.0089,0.0086,0.0081,0.0076,0.0069,0.0061,0.0053,0.0043
GRD,Historical,Area|Forest|Age Class|41-60,Million ha,0.0018,0.0021,0.0026,0.0031,0.0036,0.0044,0.0052,0.0062
GRD,Historical,Area|Forest|Age Class|61+,Million ha,0.0019,0.0019,0.0019,0.0019,0.0022,0.0022,0.0022,0.0022
GRD,Historical,Carbon Stock|Forest|Total,Mt C,0.6585285977634356,0.6708338924335391,0.6848200799999999,0.6976193038554359,0.7089440331908069,0.7194318360422776,0.7294414241877029,0.7390704573540356
GRD,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.03925085035122307,-0.04511941379037927,-0.051282687743689825,-0.04693048746993189,-0.041524007563026946,-0.038455277122059095,-0.03670182319989275,-0.035306454943220225
GTM,Historical,Area|Forest|Age Class|0-20,Million ha,0.6467,0.523,0.4214,0.3304,0.2502,0.1899,0.1433,0.1044
GTM,Historical,Area|Forest|Age Class|21-40,Million ha,2.5915,2.6799,2.7389,2.7792,2.6587,2.6612,2.6358,2.5963
GTM,Historical,Area|Forest|Age Class|41-60,Million ha,0.7575,0.7741,0.7962,0.8257,0.9488,0.9834,1.0377,1.0976
GTM,Historical,Area|Forest|Age Class|61+,Million ha,0.8057,0.8244,0.8449,0.8661,0.9437,0.9669,0.9846,1.0031
GTM,Historical,Carbon Stock|Forest|Total,Mt C,214.14453175451106,218.28241965597385,222.24294415999998,226.02596643097226,229.63262106243212,233.06514503462898,236.3267124605239,239.42127838723331
GTM,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-15.816777629495732,-15.172255638696896,-14.521923181429125,-13.871081660231699,-13.224400315352824,-12.585921231388491,-11.959080561614721,-11.346741731267826
GUF,Historical,Area|Forest|Age Class|0-20,Million ha,0.0023,0.0021,0.0017,0.0015,0.0012,0.0012,0.001,0.001
GUF,Historical,Area|Forest|Age Class|21-40,Million ha,0.0083,0.0085,0.0089,0.0091,0.0037,0.0037,0.0039,0.0039
GUF,Historical,Area|Forest|Age Class|41-60,Million ha,0.0004,0.0004,0.0004,0.0004,0.0061,0.0061,0.0061,0.0061
GUF,Historical,Area|Forest|Age Class|61+,Million ha,9.1059,9.1059,9.1059,9.1059,9.1059,9.1059,9.1059,9.1059
GUF,Historical,Carbon Stock|Forest|Total,Mt C,1191.5900266644276,1191.6201656681426,1191.6504897799998,1191.69342364867,1191.8144323747874,1192.2466275591064,1193.5607141220398,1196.7554859684492
GUF,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.11766226516632135,-0.11050968028841149,-0.11118841014316179,-0.15742418512392456,-0.4436986624306579,-1.5847156758362264,-4.818317397422561,-11.714163436834344
GUY,Historical,Area|Forest|Age Class|0-20,Million ha,0.0085,0.008,0.0071,0.0066,0.0053,0.0049,0.0045,0.0039
GUY,Historical,Area|Forest|Age Class|21-40,Million ha,0.0356,0.0361,0.037,0.0374,0.0218,0.0221,0.0225,0.0231
GUY,Historical,Area|Forest|Age Class|41-60,Million ha,0.0048,0.0048,0.0048,0.0049,0.0207,0.0208,0.0208,0.0208
GUY,Historical,Area|Forest|Age Class|61+,Million ha,20.23,20.23,20.23,20.23,20.2311,20.2311,20.2311,20.2311
GUY,Historical,Carbon Stock|Forest|Total,Mt C,2513.3069201254743,2513.4315146302906,2513.55352857,2513.673408834927,2513.7915609123575,2513.908344429192,2514.024034303748,2514.1387603413873
GUY,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.4681698409576711,-0.4568465176597177,-0.44738444560031587,-0.4395609714003209,-0.4332242839110828,-0.42820622839280986,-0.4241962067061043,-0.42066213801050856
HND,Historical,Area|Forest|Age Class|0-20,Million ha,0.6828,0.5813,0.4855,0.4039,0.2997,0.2355,0.1813,0.1368
HND,Historical,Area|Forest|Age Class|21-40,Million ha,3.3404,3.3732,3.3861,3.3801,3.1657,3.1376,3.0836,3.0179
HND,Historical,Area|Forest|Age Class|41-60,Million ha,1.0159,1.0736,1.1454,1.2159,1.4511,1.5229,1.6134,1.7029
HND,Historical,Area|Forest|Age Class|61+,Million ha,0.2601,0.2711,0.2822,0.2993,0.3827,0.4032,0.4209,0.4416
HND,Historical,Carbon Stock|Forest|Total,Mt C,227.84226794678986,233.82578462610005,239.52608260999997,244.9523133614398,250.11956646806823,255.05021110485762,259.7755185480653,264.33613082740004
HND,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-22.991290800052667,-21.939561157470678,-20.901092607633075,-19.896179421945995,-18.946594724304266,-18.079030334894448,-17.326127291761452,-16.72224502422741
HRV,Historical,Area|Forest|Age Class|0-20,Million ha,0.0056,0.0056,0.0056,0.0056,0.0045,0.0045,0.0045,0.0045
HRV,Historical,Area|Forest|Age Class|21-40,Million ha,0.0479,0.0456,0.0439,0.0431,0.0276,0.0264,0.026,0.0258
HRV,Historical,Area|Forest|Age Class|41-60,Million ha,0.496,0.4364,0.3848,0.3374,0.2871,0.2593,0.2371,0.2168
HRV,Historical,Area|Forest|Age Class|61+,Million ha,2.2075,2.2694,2.3227,2.3709,2.4378,2.4668,2.4894,2.5099
HRV,Historical,Carbon Stock|Forest|Total,Mt C,134.74142706095697,136.630204500563,138.47373402000002,140.27277442244232,142.02824972169245,143.74125373710694,145.41305468170478,147.04509908008433
HRV,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-7.093617633434471,-6.925517278555446,-6.759608237935765,-6.596481475621772,-6.436742763917114,-6.281014723186492,-6.129936796858724,-5.984162794058344
HTI,Historical,Area|Forest|Age Class|0-20,Million ha,0.1419,0.1308,0.1203,0.1095,0.0922,0.0831,0.0712,0.0605
HTI,Historical,Area|Forest|Age Class|21-40,Million ha,0.1269,0.1364,0.1447,0.1539,0.1634,0.1696,0.1788,0.186
HTI,Historical,Area|Forest|Age Class|41-60,Million ha,0.025,0.0266,0.0283,0.0297,0.0354,0.0382,0.0406,0.0437
HTI,Historical,Area|Forest|Age Class|61+,Million ha,0.0125,0.0125,0.013,0.0132,0.0153,0.0154,0.0157,0.0161
HTI,Historical,Carbon Stock|Forest|Total,Mt C,7.48200540952368,7.839525215367736,8.19673984,8.552287040507832,8.904840203609378,9.2531204875125,9.595911076859245,9.932073058210575
HTI,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-1.3069385728640075,-1.3109059547615396,-1.309786956984965,-1.303673068528718,-1.2926949313723384,-1.2770277076447816,-1.2568988276047304,-1.2325939316215422
HUN,Historical,Area|Forest|Age Class|0-20,Million ha,0.0368,0.0368,0.0368,0.0368,0.0163,0.0163,0.0163,0.0163
HUN,Historical,Area|Forest|Age Class|21-40,Million ha,0.2229,0.2176,0.2121,0.208,0.1685,0.1647,0.1612,0.159
HUN,Historical,Area|Forest|Age Class|41-60,Million ha,0.8656,0.8347,0.801,0.7535,0.7413,0.6833,0.63,0.5725
HUN,Historical,Area|Forest|Age Class|61+,Million ha,0.2627,0.2989,0.3381,0.3897,0.4619,0.5237,0.5805,0.6402
HUN,Historical,Carbon Stock|Forest|Total,Mt C,86.87254104477567,88.4763176848831,90.04904135,91.59026829027486,93.09964504959191,94.57690344219867,96.02185556486724,97.43438887008438
HUN,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-5.992398655010821,-5.880514347060563,-5.766653438761954,-5.651165447674515,-5.534381450829182,-5.416614106224775,-5.29815778311808,-5.1792887857961745
IDN,Historical,Area|Forest|Age Class|0-20,Million ha,9.3617,8.917,8.377,7.8142,6.8192,6.2157,5.5248,4.7312
IDN,Historical,Area|Forest|Age Class|21-40,Million ha,5.3755,5.7845,6.2812,6.7914,7.5203,8.0402,8.624,9.2872
IDN,Historical,Area|Forest|Age Class|41-60,Million ha,0.5896,0.622,0.6616,0.7087,0.9093,0.9849,1.082,1.2047
IDN,Historical,Area|Forest|Age Class|61+,Million ha,145.0413,145.0446,145.0483,145.0538,145.1193,145.1273,145.1373,145.145
IDN,Historical,Carbon Stock|Forest|Total,Mt C,17378.726891354967,17409.19339357714,17440.10399374,17471.347184960694,17502.810802724664,17534.383599640787,17565.956704725057,17597.42493661949
IDN,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-109.68175737741815,-111.71050814797248,-113.33886726380902,-114.55836780921769,-115.36659846788825,-115.76692202578609,-115.7680519756553,-115.3835169462521
IMN,Historical,Area|Forest|Age Class|0-20,Million ha,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
IMN,Historical,Area|Forest|Age Class|21-40,Million ha,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
IMN,Historical,Area|Forest|Age Class|41-60,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMN,Historical,Area|Forest|Age Class|61+,Million ha,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
IMN,Historical,Carbon Stock|Forest|Total,Mt C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMN,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IND,Historical,Area|Forest|Age Class|0-20,Million ha,7.4825,7.0227,6.6282,6.2659,3.2633,2.9785,2.682,2.4014
IND,Historical,Area|Forest|Age Class|21-40,Million ha,23.7486,23.7649,23.689,23.5471,25.0352,24.7187,24.3646,23.9623
IND,Historical,Area|Forest|Age Class|41-60,Million ha,8.262,8.5706,8.8897,9.2182,10.1217,10.5307,10.9776,11.4374
IND,Historical,Area|Forest|Age Class|61+,Million ha,2.3298,2.4647,2.616,2.7917,3.4027,3.595,3.7987,4.0218
IND,Historical,Carbon Stock|Forest|Total,Mt C,1177.9987075779902,1210.1478035844734,1242.06547453,1273.7161703302625,1305.0670746211367,1336.0880890293377,1366.7517915533783,1397.0333730302507
IND,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-118.58825530115246,-117.88001869043842,-117.03146013359772,-116.05255126762873,-114.95331573320564,-113.74371949673673,-112.43357592148246,-111.03246541519866
IRL,Historical,Area|Forest|Age Class|0-20,Million ha,0.0419,0.0419,0.0419,0.0419,0.0414,0.0414,0.0414,0.0414
IRL,Historical,Area|Forest|Age Class|21-40,Million ha,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0022
IRL,Historical,Area|Forest|Age Class|41-60,Million ha,0.0035,0.0035,0.0035,0.0035,0.0028,0.0028,0.0028,0.0029
IRL,Historical,Area|Forest|Age Class|61+,Million ha,0.0071,0.0071,0.0071,0.0071,0.0083,0.0083,0.0083,0.0083
IRL,Historical,Carbon Stock|Forest|Total,Mt C,0.7285393740339371,0.757260399923262,0.78968037,0.8263966173501748,0.8680060019117967,0.915039071753296,0.9678869812458528,1.0267379638800842
IRL,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.09377260454800818,-0.10531042826085797,-0.11887322361470609,-0.1346262402839741,-0.1525677433926136,-0.17245458941883096,-0.1937756681393749,-0.21578693632551507
IRN,Historical,Area|Forest|Age Class|0-20,Million ha,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0
IRN,Historical,Area|Forest|Age Class|21-40,Million ha,0.0276,0.0215,0.0181,0.0153,0.012,0.0112,0.0102,0.0096
IRN,Historical,Area|Forest|Age Class|41-60,Million ha,0.4343,0.4293,0.4209,0.4105,0.3125,0.2958,0.2794,0.2622
IRN,Historical,Area|Forest|Age Class|61+,Million ha,1.5319,1.543,1.5549,1.5681,1.6694,1.6869,1.7043,1.7221
IRN,Historical,Carbon Stock|Forest|Total,Mt C,60.378960357742095,60.68964518098963,60.97680407000001,61.2442194842318,61.495664328038515,61.73426138964093,61.962037669835894,62.17987720272772
IRN,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-1.2376992183841509,-1.1391776852409592,-1.0529159263713859,-0.9805231855165696,-0.921964427291293,-0.874855892542179,-0.8351796940482098,-0.7987449539366835
IRQ,Historical,Area|Forest|Age Class|0-20,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRQ,Historical,Area|Forest|Age Class|21-40,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRQ,Historical,Area|Forest|Age Class|41-60,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRQ,Historical,Area|Forest|Age Class|61+,Million ha,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
IRQ,Historical,Carbon Stock|Forest|Total,Mt C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRQ,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISL,Historical,Area|Forest|Age Class|0-20,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISL,Historical,Area|Forest|Age Class|21-40,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISL,Historical,Area|Forest|Age Class|41-60,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISL,Historical,Area|Forest|Age Class|61+,Million ha,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016
ISL,Historical,Carbon Stock|Forest|Total,Mt C,0.013534696049546269,0.013542745942528437,0.013550569999999998,0.013558174405131757,0.013565565180418954,0.013572748191364392,0.01357972915010621,0.01358651361898931
ISL,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-3.0367612279906066e-05,-2.9516274267951784e-05,-2.8688210729055245e-05,-2.788281881645089e-05,-2.709950938638815e-05,-2.6337706799939874e-05,-2.559684871999574e-05,-2.487638590470004e-05
ISR,Historical,Area|Forest|Age Class|0-20,Million ha,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
ISR,Historical,Area|Forest|Age Class|21-40,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
