Region,Scenario,Variable,Unit,2017,2018,2019,2020,2021,2022,2023,2024
ISR,Historical,Area|Forest|Age Class|41-60,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISR,Historical,Area|Forest|Age Class|61+,Million ha,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
ISR,Historical,Carbon Stock|Forest|Total,Mt C,0.12749194183227874,0.13009956082027477,0.13259405,0.13499772860555206,0.13733239664625596,0.1396179414711248,0.14187192046963365,0.1441096427843706
ISR,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.010048947540313241,-0.009561269622652089,-0.009146460325659151,-0.008813488220357601,-0.008560449482580954,-0.00838033102451908,-0.008264589661199112,-0.008204981820702173
ITA,Historical,Area|Forest|Age Class|0-20,Million ha,0.0054,0.0054,0.0054,0.0054,0.0031,0.0031,0.0031,0.0031
ITA,Historical,Area|Forest|Age Class|21-40,Million ha,0.2835,0.2657,0.2542,0.2463,0.1463,0.1445,0.1425,0.1413
ITA,Historical,Area|Forest|Age Class|41-60,Million ha,1.7939,1.6962,1.6027,1.5068,1.3662,1.2767,1.1889,1.1022
ITA,Historical,Area|Forest|Age Class|61+,Million ha,6.4185,6.534,6.639,6.7428,6.9857,7.077,7.1668,7.2547
ITA,Historical,Carbon Stock|Forest|Total,Mt C,439.1106504906291,447.03497043550266,454.90304586999997,462.7104694194298,470.45306760626096,478.12691510754206,485.7283492800787,493.25398467143134
ITA,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-29.245102315948067,-29.055839797869716,-28.84960992649015,-28.62721968124265,-28.389526685047635,-28.137440838030706,-27.87192529930102,-27.593996434959667
JAM,Historical,Area|Forest|Age Class|0-20,Million ha,0.1106,0.0906,0.0763,0.0658,0.0546,0.0452,0.0362,0.025
JAM,Historical,Area|Forest|Age Class|21-40,Million ha,0.4321,0.4479,0.4546,0.4549,0.4265,0.4249,0.4222,0.421
JAM,Historical,Area|Forest|Age Class|41-60,Million ha,0.1064,0.1104,0.1178,0.1278,0.1582,0.169,0.1806,0.1927
JAM,Historical,Area|Forest|Age Class|61+,Million ha,0.0146,0.0148,0.015,0.0152,0.0244,0.0246,0.0247,0.025
JAM,Historical,Carbon Stock|Forest|Total,Mt C,30.681137422538697,31.36364729986689,32.009637639999994,32.62248512405035,33.20785031754131,33.77243574186024,34.32120710219177,34.85551924257167
JAM,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-2.6427790594781024,-2.5025362168700434,-2.368631247154712,-2.247107441517971,-2.1463390428001787,-2.070146555836094,-2.0121616545489376,-1.9591445147262854
JEY,Historical,Area|Forest|Age Class|0-20,Million ha,0.0005,0.0005,0.0005,0.0005,0.0003,0.0003,0.0003,0.0003
JEY,Historical,Area|Forest|Age Class|21-40,Million ha,0.0001,0.0001,0.0001,0.0001,0.0003,0.0003,0.0003,0.0003
JEY,Historical,Area|Forest|Age Class|41-60,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JEY,Historical,Area|Forest|Age Class|61+,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JEY,Historical,Carbon Stock|Forest|Total,Mt C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JEY,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOR,Historical,Area|Forest|Age Class|0-20,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOR,Historical,Area|Forest|Age Class|21-40,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOR,Historical,Area|Forest|Age Class|41-60,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOR,Historical,Area|Forest|Age Class|61+,Million ha,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
JOR,Historical,Carbon Stock|Forest|Total,Mt C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOR,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JPN,Historical,Area|Forest|Age Class|0-20,Million ha,0.2629,0.2256,0.1936,0.1659,0.0728,0.0558,0.0456,0.0368
JPN,Historical,Area|Forest|Age Class|21-40,Million ha,6.7408,6.338,5.8972,5.443,3.815,3.4209,3.107,2.8014
JPN,Historical,Area|Forest|Age Class|41-60,Million ha,15.4835,15.451,15.397,15.3068,12.7442,12.6094,12.4715,12.3077
JPN,Historical,Area|Forest|Age Class|61+,Million ha,10.7779,11.2505,11.7773,12.3494,16.6331,17.179,17.641,18.1192
JPN,Historical,Carbon Stock|Forest|Total,Mt C,1413.1959073220128,1439.6859480095616,1465.1164817000001,1489.504247360963,1512.8696124129442,1535.2360180317467,1556.6294717541925,1577.0780846485372
JPN,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-101.0608697043674,-97.13014918767892,-93.24529019827469,-89.42180742353078,-85.67300519059752,-82.01015393560897,-78.44266364896824,-74.97824727926391
KAZ,Historical,Area|Forest|Age Class|0-20,Million ha,0.0107,0.0102,0.0101,0.0098,0.0024,0.0024,0.0024,0.0024
KAZ,Historical,Area|Forest|Age Class|21-40,Million ha,0.148,0.1465,0.1439,0.1412,0.1169,0.1144,0.1106,0.1065
KAZ,Historical,Area|Forest|Age Class|41-60,Million ha,0.2357,0.2334,0.2314,0.2291,0.2046,0.2025,0.2022,0.2029
KAZ,Historical,Area|Forest|Age Class|61+,Million ha,1.5973,1.6016,1.6063,1.6116,1.6678,1.6724,1.6765,1.6799
KAZ,Historical,Carbon Stock|Forest|Total,Mt C,72.85164712998227,73.22376651779206,73.5881021,73.9446825363498,74.29354416577539,74.63473090113814,74.96829406491962,75.29429217215225
KAZ,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-1.3930551573026833,-1.3644377553025606,-1.3358971347624569,-1.307461599949273,-1.279159307893811,-1.2510180296634321,-1.223064933865416,-1.1953263931863298
KEN,Historical,Area|Forest|Age Class|0-20,Million ha,0.4696,0.4678,0.4659,0.463,0.3085,0.3048,0.3023,0.2995
KEN,Historical,Area|Forest|Age Class|21-40,Million ha,0.3902,0.386,0.3798,0.375,0.4888,0.4858,0.4815,0.478
KEN,Historical,Area|Forest|Age Class|41-60,Million ha,0.1904,0.1916,0.195,0.1982,0.2168,0.2178,0.2177,0.2189
KEN,Historical,Area|Forest|Age Class|61+,Million ha,0.5508,0.5556,0.5603,0.5648,0.5869,0.5926,0.5995,0.6046
KEN,Historical,Carbon Stock|Forest|Total,Mt C,55.20973324854136,56.12461348010004,57.041913309999984,57.960314906618414,58.878513595151645,59.79522692190401,60.70920295058998,61.61922772085295
KEN,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-3.3408443971241626,-3.3545608490484797,-3.363432709633135,-3.367472520934245,-3.3667285246218457,-3.361282198092006,-3.3512454385152326,-3.336757490964203
KGZ,Historical,Area|Forest|Age Class|0-20,Million ha,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
KGZ,Historical,Area|Forest|Age Class|21-40,Million ha,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
KGZ,Historical,Area|Forest|Age Class|41-60,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KGZ,Historical,Area|Forest|Age Class|61+,Million ha,0.0516,0.0516,0.0516,0.0516,0.0516,0.0516,0.0516,0.0516
KGZ,Historical,Carbon Stock|Forest|Total,Mt C,1.4628293877087064,1.4737824787220997,1.4842858499999998,1.4943891939785876,1.50413674845184,1.5135691256170605,1.5227230568560448,1.531630715575074
KGZ,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.042034248278118636,-0.04016133371577527,-0.038512361352300475,-0.037045594588155296,-0.03574103306859203,-0.03458538293914182,-0.03356441454294257,-0.03266141530310669
KHM,Historical,Area|Forest|Age Class|0-20,Million ha,0.7092,0.5827,0.4648,0.3832,0.2541,0.2387,0.2301,0.2242
KHM,Historical,Area|Forest|Age Class|21-40,Million ha,3.3662,3.46,3.5296,3.534,3.4392,3.3429,3.1959,3.0161
KHM,Historical,Area|Forest|Age Class|41-60,Million ha,0.3501,0.3818,0.4295,0.5065,0.7068,0.8174,0.97,1.1508
KHM,Historical,Area|Forest|Age Class|61+,Million ha,2.0732,2.0742,2.0748,2.075,2.0986,2.0997,2.1027,2.1076
KHM,Historical,Carbon Stock|Forest|Total,Mt C,501.71846801990165,513.9703376615126,525.9025336699999,537.4885761644448,548.7075947336824,559.5435395958889,569.9844148256827,580.0215915028964
KHM,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-45.975290930913346,-44.92352201924031,-43.75138536445331,-42.482155812964564,-41.136401420537936,-39.73179782809041,-38.28320917591077,-36.802981149783434
KNA,Historical,Area|Forest|Age Class|0-20,Million ha,0.0007,0.0007,0.0007,0.0007,0.0003,0.0003,0.0003,0.0003
KNA,Historical,Area|Forest|Age Class|21-40,Million ha,0.0015,0.0015,0.0014,0.0014,0.0016,0.0016,0.0016,0.0016
KNA,Historical,Area|Forest|Age Class|41-60,Million ha,0.0037,0.0032,0.0028,0.0025,0.0024,0.0023,0.0022,0.0022
KNA,Historical,Area|Forest|Age Class|61+,Million ha,0.0052,0.0057,0.0062,0.0065,0.0068,0.0069,0.007,0.007
KNA,Historical,Carbon Stock|Forest|Total,Mt C,0.44176466724861085,0.44837767074520607,0.45687149,350720496933.7921,1.7309768723907496e+24,1.219937459662899e+35,2.2769677114138754e+44,1.9081317405357879e+52
KNA,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.02352913288943679,-0.02424767948751579,-0.03114400393424438,-1285975155422.2292,-6.346915198764796e+24,-4.473104018700494e+35,-8.348881604044438e+44,-6.996482965142405e+52
KOR,Historical,Area|Forest|Age Class|0-20,Million ha,3.1666,3.0218,2.8866,2.7705,1.425,1.3734,1.3469,1.3339
KOR,Historical,Area|Forest|Age Class|21-40,Million ha,2.7145,2.8396,2.9566,3.0511,4.3064,4.3321,4.3293,4.3082
KOR,Historical,Area|Forest|Age Class|41-60,Million ha,0.1613,0.1808,0.1985,0.2196,0.3061,0.3308,0.3593,0.3925
KOR,Historical,Area|Forest|Age Class|61+,Million ha,0.0044,0.0046,0.0051,0.0056,0.0093,0.0105,0.0113,0.0122
KOR,Historical,Carbon Stock|Forest|Total,Mt C,245.90215432919317,256.349063346084,266.562629570752,276.51410383830205,286.1795522572193,295.53964619356316,304.57936185836587,313.28763391548927
KOR,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-39.037703339377785,-38.305333061933034,-37.449742823782664,-36.488738981016866,-35.43997753602997,-34.32034443326076,-33.145624104276614,-31.930330876119115
LAO,Historical,Area|Forest|Age Class|0-20,Million ha,3.8796,3.3434,2.8378,2.3639,1.7705,1.393,1.0815,0.8258
LAO,Historical,Area|Forest|Age Class|21-40,Million ha,12.349,12.5816,12.7185,12.7505,12.3702,12.1638,11.8301,11.4376
LAO,Historical,Area|Forest|Age Class|41-60,Million ha,4.4006,4.6471,4.951,5.3096,5.9477,6.4292,6.9604,7.4703
LAO,Historical,Area|Forest|Age Class|61+,Million ha,0.903,0.9601,1.0249,1.1082,1.4438,1.5462,1.6602,1.7985
LAO,Historical,Carbon Stock|Forest|Total,Mt C,1352.3569004360359,1382.7618551797768,1412.7625895000006,1442.3339466600241,1471.452878642368,1500.0984408442068,1528.2517728412604,1555.8960664986848
LAO,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-112.86703827012911,-111.48483406038356,-110.002692507487,-108.42830958675313,-106.76941726859407,-105.03372807340914,-103.22888398919636,-101.36241007722295
LBN,Historical,Area|Forest|Age Class|0-20,Million ha,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
LBN,Historical,Area|Forest|Age Class|21-40,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LBN,Historical,Area|Forest|Age Class|41-60,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LBN,Historical,Area|Forest|Age Class|61+,Million ha,0.0237,0.0237,0.0237,0.0237,0.0237,0.0237,0.0237,0.0237
LBN,Historical,Carbon Stock|Forest|Total,Mt C,0.567455749585665,0.5728522145307625,0.57806945,0.5831244682624371,0.5880336864887322,0.5928127392767221,0.5974763524531634,0.6020382686892037
LBN,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.020507831796868176,-0.019787038132024128,-0.01912986338720405,-0.018535066962269548,-0.01800046682974865,-0.01752319355596277,-0.01709991498028503,-0.016727026198814422
LBR,Historical,Area|Forest|Age Class|0-20,Million ha,0.0967,0.0892,0.081,0.0736,0.0606,0.0522,0.0435,0.0382
LBR,Historical,Area|Forest|Age Class|21-40,Million ha,0.0537,0.0612,0.0694,0.0768,0.0838,0.0922,0.1009,0.1062
LBR,Historical,Area|Forest|Age Class|41-60,Million ha,0.0079,0.0079,0.0079,0.0079,0.0129,0.0129,0.0129,0.0129
LBR,Historical,Area|Forest|Age Class|61+,Million ha,10.3052,10.3052,10.3052,10.3052,10.3062,10.3062,10.3062,10.3062
LBR,Historical,Carbon Stock|Forest|Total,Mt C,1101.737940379006,1102.064031828728,1102.3804494600001,1102.685606134754,1102.9783002608967,1103.2576864996793,1103.5232354659931,1103.7746885087977
LBR,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-1.2238670380711483,-1.1956686489809272,-1.1601979813309904,-1.1189078074305598,-1.0732117958569536,-1.0244162088692974,-0.9736795431508654,-0.92199449028332
LBY,Historical,Area|Forest|Age Class|0-20,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LBY,Historical,Area|Forest|Age Class|21-40,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LBY,Historical,Area|Forest|Age Class|41-60,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LBY,Historical,Area|Forest|Age Class|61+,Million ha,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
LBY,Historical,Carbon Stock|Forest|Total,Mt C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LBY,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCA,Historical,Area|Forest|Age Class|0-20,Million ha,0.0013,0.0013,0.0013,0.0013,0.0006,0.0006,0.0006,0.0006
LCA,Historical,Area|Forest|Age Class|21-40,Million ha,0.0268,0.026,0.0247,0.0234,0.0214,0.0177,0.0143,0.0093
LCA,Historical,Area|Forest|Age Class|41-60,Million ha,0.0055,0.0063,0.0076,0.0089,0.0101,0.0138,0.0172,0.0222
LCA,Historical,Area|Forest|Age Class|61+,Million ha,0.0053,0.0053,0.0053,0.0053,0.0068,0.0068,0.0068,0.0068
LCA,Historical,Carbon Stock|Forest|Total,Mt C,1.9662544836796239,2.0935560683879832,2.20720554,1.4850498363437108e+82,1.987207007424568e+135,2.9401495188625944e+168,1.5083742293608884e+189,1.2856319597756863e+202
LCA,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.5246553111404564,-0.4667724772639844,-0.41671472924406106,-5.4451827332602725e+82,-7.286425693890082e+135,-1.0780548235829513e+169,-5.530705507656591e+189,-4.713983852510297e+202
LIE,Historical,Area|Forest|Age Class|0-20,Million ha,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
LIE,Historical,Area|Forest|Age Class|21-40,Million ha,0.0002,0.0002,0.0002,0.0002,0.0001,0.0001,0.0001,0.0001
LIE,Historical,Area|Forest|Age Class|41-60,Million ha,0.0008,0.0007,0.0006,0.0006,0.0007,0.0007,0.0006,0.0005
LIE,Historical,Area|Forest|Age Class|61+,Million ha,0.0035,0.0036,0.0037,0.0037,0.0037,0.0037,0.0038,0.0039
LIE,Historical,Carbon Stock|Forest|Total,Mt C,0.2967369106026262,0.2997732816014056,0.30253336000000003,0.3049544319384891,0.30707471626962096,0.3089642506609866,0.3106896967062126,0.3123029577597864
LIE,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.0112684882255261,-0.011133360328857811,-0.010120287461512925,-0.00887726377445989,-0.007774375880816864,-0.006928292768340652,-0.006326635499162033,-0.005915290529770559
LKA,Historical,Area|Forest|Age Class|0-20,Million ha,1.0845,0.9934,0.9041,0.825,0.622,0.5693,0.514,0.4608
LKA,Historical,Area|Forest|Age Class|21-40,Million ha,1.759,1.8365,1.9109,1.9726,2.1267,2.1531,2.1719,2.178
LKA,Historical,Area|Forest|Age Class|41-60,Million ha,0.103,0.1162,0.1307,0.1474,0.1946,0.2195,0.2542,0.2979
LKA,Historical,Area|Forest|Age Class|61+,Million ha,0.6802,0.6806,0.681,0.6817,0.6834,0.6848,0.6866,0.69
LKA,Historical,Carbon Stock|Forest|Total,Mt C,102.02203604361704,103.80457632060413,105.59677247999997,107.39698953318559,109.20361338812084,111.01505739283834,112.82976829038029,114.64623155588751
LKA,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-6.494530526341885,-6.5359810156193365,-6.571385917784757,-6.600795861680604,-6.624287468095929,-6.641961350630837,-6.65393995765379,-6.660365306859821
LTU,Historical,Area|Forest|Age Class|0-20,Million ha,0.0005,0.0005,0.0005,0.0005,0.0,0.0,0.0,0.0
LTU,Historical,Area|Forest|Age Class|21-40,Million ha,0.032,0.0305,0.0298,0.0287,0.0127,0.0115,0.0105,0.0102
LTU,Historical,Area|Forest|Age Class|41-60,Million ha,0.6103,0.6104,0.6102,0.6104,0.4123,0.4124,0.4116,0.4109
LTU,Historical,Area|Forest|Age Class|61+,Million ha,1.4215,1.4229,1.4238,1.4247,1.6393,1.6404,1.6422,1.6432
LTU,Historical,Carbon Stock|Forest|Total,Mt C,116.7026751226473,118.36718616592074,120.00780203000001,121.62438235169914,123.2168506765432,124.78519032304257,126.32944024701892,127.849690938255
LTU,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-6.190058788089175,-6.103207158669264,-6.015591501623973,-5.927461179563484,-5.839050524428231,-5.750578703831015,-5.662249721246624,-5.574252534532263
LUX,Historical,Area|Forest|Age Class|0-20,Million ha,0.0001,0.0001,0.0001,0.0001,0.0,0.0,0.0,0.0
LUX,Historical,Area|Forest|Age Class|21-40,Million ha,0.0007,0.0007,0.0007,0.0007,0.0004,0.0004,0.0004,0.0004
LUX,Historical,Area|Forest|Age Class|41-60,Million ha,0.0201,0.0186,0.0178,0.0165,0.0145,0.0137,0.0129,0.0114
LUX,Historical,Area|Forest|Age Class|61+,Million ha,0.0181,0.0196,0.0204,0.0217,0.0241,0.0249,0.0257,0.0272
LUX,Historical,Carbon Stock|Forest|Total,Mt C,3.200055964348375,3.229481138634108,3.25820544,106335.66277484619,124485790805.28926,7919297316442997.0,5.023597595985594e+19,5.1380586220287955e+22
LUX,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.11901286824634723,-0.10789230571435511,-0.10532243834160315,-389885.483421156,-456447509721.96375,-2.9036967045724704e+16,-1.8416954109597814e+20,-1.8821128422920302e+23
LVA,Historical,Area|Forest|Age Class|0-20,Million ha,0.002,0.002,0.002,0.002,0.0001,0.0001,0.0001,0.0001
LVA,Historical,Area|Forest|Age Class|21-40,Million ha,0.2378,0.234,0.2278,0.2236,0.1069,0.0999,0.094,0.086
LVA,Historical,Area|Forest|Age Class|41-60,Million ha,1.3534,1.3544,1.3566,1.3575,1.0401,1.0421,1.0431,1.0461
LVA,Historical,Area|Forest|Age Class|61+,Million ha,3.1631,3.1659,3.1699,3.1732,3.6092,3.6142,3.6191,3.6241
LVA,Historical,Carbon Stock|Forest|Total,Mt C,264.5998658118007,268.31251416419815,271.96498958000006,275.5563699356066,279.0858616863339,282.55279557604433,285.95662214610246,289.2969070805614
LVA,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-13.829810630264962,-13.61304395879055,-13.39240985794036,-13.16839463722395,-12.941469752666723,-12.712090928938304,-12.480697423546474,-12.247711426349534
MAF,Historical,Area|Forest|Age Class|0-20,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAF,Historical,Area|Forest|Age Class|21-40,Million ha,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
MAF,Historical,Area|Forest|Age Class|41-60,Million ha,0.0001,0.0001,0.0001,0.0001,0.0,0.0,0.0,0.0
MAF,Historical,Area|Forest|Age Class|61+,Million ha,0.0003,0.0003,0.0003,0.0003,0.0004,0.0004,0.0004,0.0004
MAF,Historical,Carbon Stock|Forest|Total,Mt C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAF,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAR,Historical,Area|Forest|Age Class|0-20,Million ha,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006
MAR,Historical,Area|Forest|Age Class|21-40,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAR,Historical,Area|Forest|Age Class|41-60,Million ha,0.007,0.007,0.007,0.007,0.0023,0.0023,0.0023,0.0023
MAR,Historical,Area|Forest|Age Class|61+,Million ha,0.306,0.306,0.306,0.306,0.3107,0.3107,0.3107,0.3107
MAR,Historical,Carbon Stock|Forest|Total,Mt C,7.459493278505248,7.500840436504471,7.5415927400000005,7.581754234346084,7.621329122736864,7.660321757341221,7.6987366306802185,7.736578367243921
MAR,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.15380159999007265,-0.15160624599714959,-0.14942511281694149,-0.14725881260230622,-0.14510792409952522,-0.14297299354930892,-0.14085453557632582,-0.13875303406690992
MDA,Historical,Area|Forest|Age Class|0-20,Million ha,0.0001,0.0001,0.0001,0.0001,0.0,0.0,0.0,0.0
MDA,Historical,Area|Forest|Age Class|21-40,Million ha,0.0023,0.0017,0.0016,0.0013,0.001,0.0009,0.0009,0.0009
MDA,Historical,Area|Forest|Age Class|41-60,Million ha,0.07,0.0663,0.0625,0.0569,0.0474,0.0393,0.032,0.026
MDA,Historical,Area|Forest|Age Class|61+,Million ha,0.0478,0.0521,0.056,0.0619,0.0718,0.08,0.0873,0.0933
MDA,Historical,Carbon Stock|Forest|Total,Mt C,6.925161790815677,7.027521499228742,7.12672891,7.868195748737985,56.56707813680059,1942.217963185489,43842.6618528612,622214.4931092968
MDA,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.40407159061236353,-0.37531893084790485,-0.3637605061612783,-2.7187117420392806,-178.56256875622952,-6914.053245178524,-153634.96092881094,-2120696.7146069305
MDG,Historical,Area|Forest|Age Class|0-20,Million ha,1.4925,1.3775,1.2813,1.1939,0.7943,0.7428,0.7102,0.6806
MDG,Historical,Area|Forest|Age Class|21-40,Million ha,3.4132,3.4155,3.4025,3.3799,3.2588,3.1831,3.1084,3.0465
MDG,Historical,Area|Forest|Age Class|41-60,Million ha,3.4119,3.5088,3.6005,3.691,4.0547,4.1524,4.2179,4.2518
MDG,Historical,Area|Forest|Age Class|61+,Million ha,0.3694,0.3852,0.4027,0.4222,0.5792,0.6087,0.6505,0.7081
MDG,Historical,Carbon Stock|Forest|Total,Mt C,239.03017095913626,244.6896823596436,250.24689071,255.6968804504358,261.03525564389577,266.25814164894007,271.362182431309,276.3445336960619
MDG,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-21.10674638406082,-20.75154180186025,-20.376430617973483,-19.983295714931252,-19.57404237601988,-19.150582018495772,-18.71481620201945,-18.268621304093887
MDV,Historical,Area|Forest|Age Class|0-20,Million ha,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
MDV,Historical,Area|Forest|Age Class|21-40,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDV,Historical,Area|Forest|Age Class|41-60,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDV,Historical,Area|Forest|Age Class|61+,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDV,Historical,Carbon Stock|Forest|Total,Mt C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDV,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEX,Historical,Area|Forest|Age Class|0-20,Million ha,5.615,4.7812,4.0884,3.4713,2.4628,1.9422,1.5169,1.1647
MEX,Historical,Area|Forest|Age Class|21-40,Million ha,20.5614,20.8187,20.9016,20.8855,20.2685,20.1233,19.8608,19.5135
MEX,Historical,Area|Forest|Age Class|41-60,Million ha,7.7665,8.2359,8.7287,9.2443,10.1118,10.6344,11.1619,11.6934
MEX,Historical,Area|Forest|Age Class|61+,Million ha,12.353,12.4601,12.5772,12.6948,13.4528,13.596,13.7563,13.9243
MEX,Historical,Carbon Stock|Forest|Total,Mt C,1347.1471615235762,1360.2114357467174,1372.8205249799996,1384.9839298261702,1396.714277694621,1408.0266676285419,1418.938051950487,1429.4666724174783
MEX,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-49.59227851432858,-47.90233881818433,-46.23332718870157,-44.599151102625456,-43.01127551765269,-41.47876309104345,-40.008409180465755,-38.60494171230122
MKD,Historical,Area|Forest|Age Class|0-20,Million ha,0.0018,0.0018,0.0018,0.0018,0.001,0.001,0.001,0.001
MKD,Historical,Area|Forest|Age Class|21-40,Million ha,0.0351,0.035,0.035,0.035,0.0155,0.0155,0.0155,0.0155
MKD,Historical,Area|Forest|Age Class|41-60,Million ha,0.1828,0.1761,0.1706,0.1631,0.1562,0.1498,0.1439,0.1398
MKD,Historical,Area|Forest|Age Class|61+,Million ha,0.7351,0.7419,0.7474,0.7549,0.7821,0.7885,0.7944,0.7985
MKD,Historical,Carbon Stock|Forest|Total,Mt C,30.196199539988093,30.530975019405243,30.86581979,31.200692506340403,31.535552452601443,31.870359556357897,32.20507440151023,32.53965824035268
MKD,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-1.2271021688492425,-1.2275100911962167,-1.22776415884744,-1.227866626581477,-1.2278198029571499,-1.2276260471069969,-1.2272877655585575,-1.226807409088977
MLI,Historical,Area|Forest|Age Class|0-20,Million ha,0.0857,0.0824,0.0789,0.0743,0.0554,0.0501,0.0442,0.0389
MLI,Historical,Area|Forest|Age Class|21-40,Million ha,0.0309,0.0342,0.0377,0.0423,0.0576,0.0629,0.0687,0.074
MLI,Historical,Area|Forest|Age Class|41-60,Million ha,0.0055,0.0055,0.0055,0.0055,0.0091,0.0091,0.0091,0.0091
MLI,Historical,Area|Forest|Age Class|61+,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001
MLI,Historical,Carbon Stock|Forest|Total,Mt C,1.027172289864984,1.1068354749378542,1.1906134,1.2785459072261136,1.3706676154813748,1.4670095001211185,1.567600655202604,1.6724702176658581
MLI,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.2771812570070329,-0.29209834526719064,-0.3071857252278678,-0.3224191931624168,-0.3377795969359578,-0.3532535770123935,-0.36883423529878023,-0.3845217290319316
MMR,Historical,Area|Forest|Age Class|0-20,Million ha,3.7048,3.1629,2.7312,2.3745,1.5944,1.3275,1.0915,0.9735
MMR,Historical,Area|Forest|Age Class|21-40,Million ha,26.4547,26.052,25.497,24.7789,22.8733,21.7762,20.5988,19.281
MMR,Historical,Area|Forest|Age Class|41-60,Million ha,13.9789,14.7567,15.4975,16.2793,17.5435,18.6255,19.7682,20.9318
