Region,Variable,Unit,2020,2025,2030,2035,2040,2045,2050
CIV,Area|Forest|Age Class|41-60,Million ha,0.2535,0.4943,0.864,1.3632,1.9562,2.5128,2.7572
CIV,Area|Forest|Age Class|61+,Million ha,3.4808,3.4914,3.5312,3.5842,3.7343,3.9857,4.3952
CIV,Carbon Stock|Forest|Total,Mt C,376.76112,408.02064,437.384352,462.593632,482.926592,498.696928,510.654112
CIV,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-21.822835026203876,-22.923648000000007,-21.533388799999972,-18.486805333333358,-14.910837333333342,-11.564913066666657,-8.768601599999988
CMR,Area|Forest|Age Class|0-20,Million ha,0.9843,0.6065,0.2003,0.0364,0.0,0.0,0.0
CMR,Area|Forest|Age Class|21-40,Million ha,0.7079,0.9912,1.2752,1.2211,0.9843,0.6065,0.2003
CMR,Area|Forest|Age Class|41-60,Million ha,0.1427,0.2233,0.3177,0.4952,0.7079,0.9912,1.2752
CMR,Area|Forest|Age Class|61+,Million ha,28.9061,28.92,28.9478,28.9883,29.0488,29.1433,29.2655
CMR,Carbon Stock|Forest|Total,Mt C,4391.885824,4407.683584,4424.572416,4441.75616,4458.397696,4473.826304,4487.635456
CMR,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-10.39717033913724,-11.585024000000278,-12.3851434666664,-12.601412266666618,-12.20379306666673,-11.314312533333455,-10.12671146666653
COD,Area|Forest|Age Class|0-20,Million ha,3.2132,1.1655,0.2648,0.0344,0.0,0.0,0.0
COD,Area|Forest|Age Class|21-40,Million ha,8.2552,8.8525,7.8347,5.6924,3.2132,1.1655,0.2648
COD,Area|Forest|Age Class|41-60,Million ha,2.7684,3.8212,5.2381,6.8217,8.2552,8.8525,7.8347
COD,Area|Forest|Age Class|61+,Million ha,154.2067,154.6043,155.1059,155.895,156.9751,158.4255,160.344
COD,Carbon Stock|Forest|Total,Mt C,23002.400768,23181.584384,23347.499008,23499.986944,23639.271424,23765.794816,23880.198144
COD,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-140.77436864168945,-131.40131840000151,-121.67072426666466,-111.82448640000098,-102.14195199999885,-92.78382080000203,-83.8957738666669
COG,Area|Forest|Age Class|0-20,Million ha,0.0227,0.0051,0.0009,0.0002,0.0,0.0,0.0
COG,Area|Forest|Age Class|21-40,Million ha,0.0357,0.0482,0.0483,0.0435,0.0227,0.0051,0.0009
COG,Area|Forest|Age Class|41-60,Million ha,0.0208,0.0235,0.0207,0.0201,0.0357,0.0482,0.0483
COG,Area|Forest|Age Class|61+,Million ha,24.1707,24.1731,24.18,24.1861,24.1915,24.1966,24.2007
COG,Carbon Stock|Forest|Total,Mt C,3950.309888,3951.797504,3953.28,3954.56128,3955.547392,3956.258048,3956.753664
COG,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.9712790310277644,-1.090918400000252,-1.087163733333394,-0.939605333333111,-0.7231488000000355,-0.5211477333334793,-0.3634517333331132
COL,Area|Forest|Age Class|0-20,Million ha,0.2003,0.0658,0.0104,0.0014,0.0,0.0,0.0
COL,Area|Forest|Age Class|21-40,Million ha,0.861,0.7572,0.5599,0.3745,0.2003,0.0658,0.0104
COL,Area|Forest|Age Class|41-60,Million ha,0.2766,0.4733,0.6727,0.8004,0.861,0.7572,0.5599
COL,Area|Forest|Age Class|61+,Million ha,67.7061,67.7477,67.801,67.8677,67.9827,68.221,68.4737
COL,Carbon Stock|Forest|Total,Mt C,8512.621056,8548.708352,8581.315584,8610.670592,8637.028352,8660.66944,8681.86624
COL,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-29.119004016131168,-26.46401706666644,-23.911970133333547,-21.527005866666997,-19.329023999999237,-17.336797866666892,-15.54431999999979
COM,Area|Forest|Age Class|0-20,Million ha,0.0626,0.0284,0.0022,0.0007,0.0,0.0,0.0
COM,Area|Forest|Age Class|21-40,Million ha,0.0364,0.0602,0.0767,0.0721,0.0626,0.0284,0.0022
COM,Area|Forest|Age Class|41-60,Million ha,0.0031,0.0135,0.0232,0.0289,0.0364,0.0602,0.0767
COM,Area|Forest|Age Class|61+,Million ha,0.0,0.0,0.0,0.0004,0.0031,0.0135,0.0232
COM,Carbon Stock|Forest|Total,Mt C,2.65092,2.88221125,3.015223,3.075137,3.114619,3.1481425,3.1796775
COM,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.32345226092329743,-0.1696135833333333,-0.09754195000000007,-0.043936933333333025,-0.028953466666666677,-0.024583900000000193,-0.02312566666666657
CPV,Area|Forest|Age Class|0-20,Million ha,0.0001,0.0001,0.0001,0.0001,0.0,0.0,0.0
CPV,Area|Forest|Age Class|21-40,Million ha,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0001
CPV,Area|Forest|Age Class|41-60,Million ha,0.0005,0.0001,0.0,0.0,0.0,0.0,0.0
CPV,Area|Forest|Age Class|61+,Million ha,0.0,0.0004,0.0005,0.0005,0.0005,0.0005,0.0005
CPV,Carbon Stock|Forest|Total,Mt C,0.0039770625,0.00400739599609375,0.004026565673828125,0.004038650146484375,0.00404625634765625,0.0040510400390625,0.004054046142578125
CPV,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-3.5067241662248164e-05,-2.2244563802083862e-05,-1.4057763671875e-05,-8.861946614583301e-06,-5.57788085937469e-06,-3.5080403645835917e-06,-2.2044759114581375e-06
CRI,Area|Forest|Age Class|0-20,Million ha,0.0602,0.0156,0.0033,0.0005,0.0,0.0,0.0
CRI,Area|Forest|Age Class|21-40,Million ha,0.8339,0.6657,0.3586,0.1535,0.0602,0.0156,0.0033
CRI,Area|Forest|Age Class|41-60,Million ha,0.3362,0.5024,0.7605,0.8872,0.8339,0.6657,0.3586
CRI,Area|Forest|Age Class|61+,Million ha,0.796,0.8426,0.9039,0.9851,1.1322,1.345,1.6644
CRI,Carbon Stock|Forest|Total,Mt C,130.559448,136.555232,140.794896,143.717952,145.709936,147.064672,147.989648
CRI,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-5.958141921199575,-4.396908266666657,-3.1090869333333364,-2.1435744000000017,-1.4607882666666683,-0.9934730666666685,-0.6783157333333236
CUB,Area|Forest|Age Class|0-20,Million ha,0.2449,0.0951,0.0342,0.0075,0.0,0.0,0.0
CUB,Area|Forest|Age Class|21-40,Million ha,2.4412,2.4074,1.9725,0.8431,0.2449,0.0951,0.0342
CUB,Area|Forest|Age Class|41-60,Million ha,0.2333,0.388,0.8423,1.9383,2.4412,2.4074,1.9725
CUB,Area|Forest|Age Class|61+,Million ha,0.0285,0.0574,0.0989,0.159,0.2618,0.4454,0.9412
CUB,Carbon Stock|Forest|Total,Mt C,105.516416,127.49472,147.359552,164.588384,179.069856,190.95576,200.53672
CUB,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-16.888718966697674,-16.117422933333327,-14.567543466666672,-12.634476799999987,-10.619746133333331,-8.716329600000007,-7.026037333333337
CUW,Area|Forest|Age Class|0-20,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUW,Area|Forest|Age Class|21-40,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUW,Area|Forest|Age Class|41-60,Million ha,0.0002,0.0,0.0,0.0,0.0,0.0,0.0
CUW,Area|Forest|Age Class|61+,Million ha,0.0007,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009
CUW,Carbon Stock|Forest|Total,Mt C,0.0108760732421875,0.0116459443359375,0.012056,0.0122657373046875,0.012370837890625,0.0124229677734375,0.012448693359375
CUW,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.0009811616583688578,-0.0005645721354166673,-0.0003007074869791671,-0.00015380735677083258,-7.70737630208335e-05,-3.822858072916659e-05,-1.886542968750048e-05
CYM,Area|Forest|Age Class|0-20,Million ha,0.0005,0.0002,0.0001,0.0,0.0,0.0,0.0
CYM,Area|Forest|Age Class|21-40,Million ha,0.0019,0.0022,0.0023,0.0015,0.0005,0.0002,0.0001
CYM,Area|Forest|Age Class|41-60,Million ha,0.0,0.0,0.0,0.0009,0.0019,0.0022,0.0023
CYM,Area|Forest|Age Class|61+,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYM,Carbon Stock|Forest|Total,Mt C,0.02249951953125,0.02651915625,0.02842782421875,0.029256673828125,0.029602943359375,0.0297452890625,0.029803416015625
CYM,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.005131007384973146,-0.0029477335937499976,-0.0013996898437500023,-0.0006078230468749984,-0.00025393098958333485,-0.0001043868489583317,-4.262643229166752e-05
CYP,Area|Forest|Age Class|0-20,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYP,Area|Forest|Age Class|21-40,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYP,Area|Forest|Age Class|41-60,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYP,Area|Forest|Age Class|61+,Million ha,0.1479,0.1479,0.1479,0.1479,0.1479,0.1479,0.1479
CYP,Carbon Stock|Forest|Total,Mt C,4.431976,4.549148,4.6263665,4.677274,4.7112255,4.7342565,4.750166
CYP,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.1285163349328482,-0.08592613333333336,-0.05662689999999989,-0.03733216666666674,-0.02489776666666709,-0.01688939999999969,-0.011666966666666844
CZE,Area|Forest|Age Class|0-20,Million ha,0.0121,0.0053,0.0015,0.0,0.0,0.0,0.0
CZE,Area|Forest|Age Class|21-40,Million ha,0.0667,0.0536,0.0384,0.0232,0.0121,0.0053,0.0015
CZE,Area|Forest|Age Class|41-60,Million ha,0.4851,0.1868,0.0879,0.0787,0.0667,0.0536,0.0384
CZE,Area|Forest|Age Class|61+,Million ha,1.3621,1.6803,1.7982,1.8241,1.8472,1.8671,1.8861
CZE,Carbon Stock|Forest|Total,Mt C,188.14792,195.280544,201.190944,206.046,210.005808,213.217376,215.811248
CZE,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-6.246097630181761,-5.230590933333327,-4.33429333333334,-3.5603743999999926,-2.903859200000007,-2.3551498666666664,-1.902172800000003
DEU,Area|Forest|Age Class|0-20,Million ha,0.23,0.1911,0.137,0.0301,0.0,0.0,0.0
DEU,Area|Forest|Age Class|21-40,Million ha,0.2795,0.2219,0.195,0.2452,0.23,0.1911,0.137
DEU,Area|Forest|Age Class|41-60,Million ha,1.0107,0.6139,0.4432,0.3485,0.2795,0.2219,0.195
DEU,Area|Forest|Age Class|61+,Million ha,6.1458,6.6391,6.8908,7.0422,7.1565,7.253,7.334
DEU,Carbon Stock|Forest|Total,Mt C,684.530688,712.65216,738.006912,760.708736,780.842304,798.516352,813.884864
DEU,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-22.804793263441038,-20.622412799999942,-18.593484800000056,-16.648004266666657,-14.76461653333331,-12.960968533333311,-11.27024213333334
DMA,Area|Forest|Age Class|0-20,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DMA,Area|Forest|Age Class|21-40,Million ha,0.0236,0.0049,0.0012,0.0001,0.0,0.0,0.0
DMA,Area|Forest|Age Class|41-60,Million ha,0.0326,0.0495,0.0507,0.044,0.0236,0.0049,0.0012
DMA,Area|Forest|Age Class|61+,Million ha,0.0088,0.0106,0.0131,0.0209,0.0414,0.0601,0.0638
DMA,Carbon Stock|Forest|Total,Mt C,4.488527,4.712021,4.9045375,5.101333,5.310169,5.5351355,5.7805435
DMA,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.2982185125380524,-0.16389559999999972,-0.14117876666666665,-0.14431670000000024,-0.15314639999999985,-0.16497543333333323,-0.17996586666666686
DNK,Area|Forest|Age Class|0-20,Million ha,0.0001,0.0,0.0,0.0,0.0,0.0,0.0
DNK,Area|Forest|Age Class|21-40,Million ha,0.0044,0.0023,0.0011,0.0003,0.0001,0.0,0.0
DNK,Area|Forest|Age Class|41-60,Million ha,0.053,0.0324,0.0167,0.0091,0.0044,0.0023,0.0011
DNK,Area|Forest|Age Class|61+,Million ha,0.157,0.1798,0.1967,0.2051,0.21,0.2122,0.2134
DNK,Carbon Stock|Forest|Total,Mt C,8.035149,8.753828,9.428272,10.054032,10.62908,11.153364,11.62836
DNK,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.5541400104817574,-0.5270312666666666,-0.49459226666666617,-0.4588906666666664,-0.42170186666666715,-0.38447493333333316,-0.3483304000000006
DOM,Area|Forest|Age Class|0-20,Million ha,0.1178,0.0423,0.0111,0.0016,0.0,0.0,0.0
DOM,Area|Forest|Age Class|21-40,Million ha,0.6779,0.5545,0.3875,0.2302,0.1178,0.0423,0.0111
DOM,Area|Forest|Age Class|41-60,Million ha,0.5124,0.6455,0.7342,0.7617,0.6779,0.5545,0.3875
DOM,Area|Forest|Age Class|61+,Million ha,0.2024,0.2682,0.3777,0.517,0.7148,0.9137,1.1119
DOM,Carbon Stock|Forest|Total,Mt C,58.082552,63.009236,67.185816,70.976744,74.089616,76.291824,77.700272
DOM,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-4.476852645553552,-3.6129016000000007,-3.062825333333334,-2.780013866666662,-2.282772800000007,-1.6149525333333323,-1.0328618666666614
DZA,Area|Forest|Age Class|0-20,Million ha,0.0011,0.0011,0.001,0.0001,0.0,0.0,0.0
DZA,Area|Forest|Age Class|21-40,Million ha,0.0115,0.002,0.0006,0.0011,0.0011,0.0011,0.001
DZA,Area|Forest|Age Class|41-60,Million ha,0.1677,0.1245,0.0758,0.0378,0.0115,0.002,0.0006
DZA,Area|Forest|Age Class|61+,Million ha,0.3166,0.3693,0.4195,0.4579,0.4843,0.4938,0.4953
DZA,Carbon Stock|Forest|Total,Mt C,10.26351,10.913028,11.948016,14.589212,20.828196,32.161662,48.372268
DZA,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.4695235305797817,-0.4763132000000003,-0.7589912000000002,-1.936877066666666,-4.575254933333332,-8.311208400000002,-11.887777733333332
ECU,Area|Forest|Age Class|0-20,Million ha,0.0969,0.0407,0.0156,0.0033,0.0,0.0,0.0
ECU,Area|Forest|Age Class|21-40,Million ha,0.3929,0.3011,0.185,0.1477,0.0969,0.0407,0.0156
ECU,Area|Forest|Age Class|41-60,Million ha,0.1067,0.2354,0.356,0.3829,0.3929,0.3011,0.185
ECU,Area|Forest|Age Class|61+,Million ha,17.0164,17.0357,17.0563,17.079,17.1231,17.2711,17.4123
ECU,Carbon Stock|Forest|Total,Mt C,2071.124864,2078.105728,2084.705536,2090.804608,2096.32,2101.212928,2105.485696
ECU,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-5.299717596992711,-5.119300266666747,-4.839859199999955,-4.472652799999984,-4.044620800000181,-3.5881471999998213,-3.1333632000001974
EGY,Area|Forest|Age Class|0-20,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGY,Area|Forest|Age Class|21-40,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGY,Area|Forest|Age Class|41-60,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGY,Area|Forest|Age Class|61+,Million ha,0.005,0.005,0.005,0.005,0.005,0.005,0.005
EGY,Carbon Stock|Forest|Total,Mt C,0.1240811328125,0.1269931328125,0.1296815546875,0.132158484375,0.134436390625,0.13652778125,0.138444984375
EGY,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.0023078677166533286,-0.002135466666666665,-0.0019715093750000095,-0.0018164151041666593,-0.0016704645833333456,-0.0015336864583333294,-0.0014059489583333252
ERI,Area|Forest|Age Class|0-20,Million ha,0.0001,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Area|Forest|Age Class|21-40,Million ha,0.0,0.0001,0.0001,0.0001,0.0001,0.0,0.0
ERI,Area|Forest|Age Class|41-60,Million ha,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001
ERI,Area|Forest|Age Class|61+,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Carbon Stock|Forest|Total,Mt C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP,Area|Forest|Age Class|0-20,Million ha,0.0092,0.0052,0.004,0.0011,0.0,0.0,0.0
ESP,Area|Forest|Age Class|21-40,Million ha,0.2751,0.1427,0.0656,0.023,0.0092,0.0052,0.004
ESP,Area|Forest|Age Class|41-60,Million ha,1.6905,1.1572,0.7403,0.4727,0.2751,0.1427,0.0656
ESP,Area|Forest|Age Class|61+,Million ha,6.3917,7.0614,7.5566,7.8697,8.0822,8.2186,8.2969
ESP,Carbon Stock|Forest|Total,Mt C,354.647328,376.1264,413.67408,514.79456,708.051456,953.005248,1187.268992
ESP,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-15.022949011599655,-15.751319466666647,-27.534965333333343,-74.15501866666669,-141.7217237333333,-179.6327808,-171.79341226666662
EST,Area|Forest|Age Class|0-20,Million ha,0.0006,0.0001,0.0,0.0,0.0,0.0,0.0
EST,Area|Forest|Age Class|21-40,Million ha,0.0579,0.0234,0.007,0.0021,0.0006,0.0001,0.0
EST,Area|Forest|Age Class|41-60,Million ha,1.1165,0.6756,0.314,0.1474,0.0579,0.0234,0.007
EST,Area|Forest|Age Class|61+,Million ha,2.4801,2.956,3.3341,3.5056,3.5966,3.6316,3.6481
EST,Carbon Stock|Forest|Total,Mt C,208.352624,216.743632,223.132224,227.938624,231.524608,234.185344,236.154912
EST,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-7.93937822537111,-6.153405866666666,-4.684967466666679,-3.5246933333333303,-2.629721599999997,-1.9512063999999896,-1.4443498666666736
ETH,Area|Forest|Age Class|0-20,Million ha,0.8073,0.4683,0.1687,0.0149,0.0,0.0,0.0
ETH,Area|Forest|Age Class|21-40,Million ha,1.3722,1.384,1.3605,1.1588,0.8073,0.4683,0.1687
ETH,Area|Forest|Age Class|41-60,Million ha,1.2132,1.2637,1.2857,1.3242,1.3722,1.384,1.3605
ETH,Area|Forest|Age Class|61+,Million ha,2.7173,2.994,3.2951,3.6121,3.9305,4.2577,4.5808
ETH,Carbon Stock|Forest|Total,Mt C,281.501024,297.789952,312.821824,326.3656,338.329632,348.736352,357.689728
ETH,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-12.594118693486587,-11.945213866666707,-11.023372799999972,-9.932102399999986,-8.773623466666688,-7.631594666666672,-6.5658090666666595
FIN,Area|Forest|Age Class|0-20,Million ha,0.0003,0.0001,0.0,0.0,0.0,0.0,0.0
FIN,Area|Forest|Age Class|21-40,Million ha,0.071,0.023,0.0073,0.0019,0.0003,0.0001,0.0
FIN,Area|Forest|Age Class|41-60,Million ha,6.0385,3.1473,1.0223,0.2141,0.071,0.023,0.0073
FIN,Area|Forest|Age Class|61+,Million ha,30.9446,33.884,36.0248,36.8384,36.9831,37.0313,37.0471
FIN,Carbon Stock|Forest|Total,Mt C,8502362.76736,6.86012147998237e+27,inf,inf,inf,inf,inf
FIN,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-6234264.105953702,-5.030755751987072e+27,-inf,,,,
FJI,Area|Forest|Age Class|0-20,Million ha,0.0469,0.0158,0.0017,0.0003,0.0,0.0,0.0
FJI,Area|Forest|Age Class|21-40,Million ha,0.5193,0.3594,0.2146,0.1165,0.0469,0.0158,0.0017
FJI,Area|Forest|Age Class|41-60,Million ha,0.5848,0.6951,0.7266,0.649,0.5193,0.3594,0.2146
FJI,Area|Forest|Age Class|61+,Million ha,0.3818,0.4625,0.5899,0.767,0.9666,1.1576,1.3165
FJI,Carbon Stock|Forest|Total,Mt C,188.8528,204.031024,216.358432,225.98136,233.240464,238.574048,242.422816
FJI,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-13.142713436820424,-11.1306976,-9.040099199999993,-7.056813866666667,-5.323342933333339,-3.911294933333335,-2.8224298666666714
FLK,Area|Forest|Age Class|0-20,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLK,Area|Forest|Age Class|21-40,Million ha,0.0002,0.0002,0.0002,0.0001,0.0,0.0,0.0
FLK,Area|Forest|Age Class|41-60,Million ha,0.0,0.0,0.0,0.0001,0.0002,0.0002,0.0002
FLK,Area|Forest|Age Class|61+,Million ha,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
FLK,Carbon Stock|Forest|Total,Mt C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLK,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA,Area|Forest|Age Class|0-20,Million ha,1.1206,0.6169,0.2073,0.0143,0.0,0.0,0.0
FRA,Area|Forest|Age Class|21-40,Million ha,2.0056,2.0139,1.9239,1.6127,1.1206,0.6169,0.2073
FRA,Area|Forest|Age Class|41-60,Million ha,2.6266,2.2922,2.0555,1.9765,2.0056,2.0139,1.9239
FRA,Area|Forest|Age Class|61+,Million ha,6.1891,7.0189,7.7552,8.3384,8.8157,9.3111,9.8107
FRA,Carbon Stock|Forest|Total,Mt C,707.32256,757.444992,804.43872,847.740032,886.99008,922.04064,952.930944
FRA,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-38.520357930543184,-36.75645013333333,-34.46206720000002,-31.7542954666667,-28.783368533333327,-25.70374400000001,-22.652889599999927
GAB,Area|Forest|Age Class|0-20,Million ha,0.0102,0.0077,0.0034,0.0009,0.0,0.0,0.0
GAB,Area|Forest|Age Class|21-40,Million ha,0.0058,0.0067,0.0102,0.011,0.0102,0.0077,0.0034
GAB,Area|Forest|Age Class|41-60,Million ha,0.0144,0.014,0.0108,0.0081,0.0058,0.0067,0.0102
GAB,Area|Forest|Age Class|61+,Million ha,25.8999,25.9019,25.9059,25.9103,25.9143,25.9159,25.9167
GAB,Carbon Stock|Forest|Total,Mt C,4483.752448,4498.683392,5151.122432,10240.028672,22975.72352,39190.646784,53215.25248
GAB,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-1.0670750210594027,-10.949358933333134,-478.4552960000001,-3731.864576,-9339.509555199998,-11890.943726933332,-10284.710843733337
GBR,Area|Forest|Age Class|0-20,Million ha,0.601,0.5859,0.5695,0.0054,0.0,0.0,0.0
GBR,Area|Forest|Age Class|21-40,Million ha,0.0404,0.0456,0.0516,0.6076,0.601,0.5859,0.5695
GBR,Area|Forest|Age Class|41-60,Million ha,0.0603,0.049,0.041,0.0375,0.0404,0.0456,0.0516
GBR,Area|Forest|Age Class|61+,Million ha,0.0672,0.0884,0.1068,0.1184,0.1275,0.1374,0.1478
GBR,Carbon Stock|Forest|Total,Mt C,11.278747,13.774547,17.085562,21.28808,26.355302,32.151542,38.45332
GBR,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-1.3447182407004556,-1.830253333333334,-2.428077666666666,-3.0818465333333345,-3.7159627999999976,-4.250576000000001,-4.621303866666666
GEO,Area|Forest|Age Class|0-20,Million ha,0.0013,0.0008,0.0003,0.0001,0.0,0.0,0.0
GEO,Area|Forest|Age Class|21-40,Million ha,0.0421,0.0196,0.007,0.0022,0.0013,0.0008,0.0003
GEO,Area|Forest|Age Class|41-60,Million ha,0.2122,0.1778,0.1387,0.089,0.0421,0.0196,0.007
GEO,Area|Forest|Age Class|61+,Million ha,2.9604,3.0178,3.07,3.1247,3.1726,3.1956,3.2087
GEO,Carbon Stock|Forest|Total,Mt C,129.347376,135.033408,140.277104,145.08808,149.481792,153.47808,157.099632
GEO,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-4.495460949919424,-4.169756800000008,-3.8453770666666665,-3.5280490666666537,-3.2220554666666827,-2.9306111999999946,-2.655804800000006
GGY,Area|Forest|Age Class|0-20,Million ha,0.0007,0.0004,0.0003,0.0002,0.0,0.0,0.0
GGY,Area|Forest|Age Class|21-40,Million ha,0.0,0.0003,0.0004,0.0005,0.0007,0.0004,0.0003
GGY,Area|Forest|Age Class|41-60,Million ha,0.0,0.0,0.0,0.0,0.0,0.0003,0.0004
GGY,Area|Forest|Age Class|61+,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GGY,Carbon Stock|Forest|Total,Mt C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GGY,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GHA,Area|Forest|Age Class|0-20,Million ha,0.8718,0.3608,0.0762,0.0138,0.0,0.0,0.0
GHA,Area|Forest|Age Class|21-40,Million ha,0.6921,1.1718,1.3795,1.2571,0.8718,0.3608,0.0762
GHA,Area|Forest|Age Class|41-60,Million ha,0.0417,0.0677,0.1377,0.3121,0.6921,1.1718,1.3795
GHA,Area|Forest|Age Class|61+,Million ha,3.2043,3.2096,3.2165,3.2269,3.246,3.2773,3.3542
GHA,Carbon Stock|Forest|Total,Mt C,292.695808,313.008736,336.675008,359.964864,378.6536,391.596032,399.831552
GHA,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-11.847253299545539,-14.896147199999998,-17.355266133333327,-17.079227733333322,-13.705073066666671,-9.491116799999997,-6.039381333333339
GIN,Area|Forest|Age Class|0-20,Million ha,1.1241,0.5059,0.1534,0.0093,0.0,0.0,0.0
GIN,Area|Forest|Age Class|21-40,Million ha,1.5244,1.9643,2.0904,1.8134,1.1241,0.5059,0.1534
GIN,Area|Forest|Age Class|41-60,Million ha,0.2274,0.395,0.5791,0.9361,1.5244,1.9643,2.0904
GIN,Area|Forest|Age Class|61+,Million ha,1.5894,1.6001,1.6424,1.7065,1.8168,1.9951,2.2215
GIN,Carbon Stock|Forest|Total,Mt C,154.693456,168.222528,181.30048,193.363712,204.132304,213.535648,221.626256
GIN,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-9.644672730387017,-9.921319466666677,-9.59049813333332,-8.846370133333332,-7.896967466666675,-6.895785600000002,-5.933112533333335
GLP,Area|Forest|Age Class|0-20,Million ha,0.0018,0.0013,0.0004,0.0,0.0,0.0,0.0
GLP,Area|Forest|Age Class|21-40,Million ha,0.0075,0.0052,0.0044,0.0031,0.0018,0.0013,0.0004
GLP,Area|Forest|Age Class|41-60,Million ha,0.0442,0.031,0.0174,0.0109,0.0075,0.0052,0.0044
GLP,Area|Forest|Age Class|61+,Million ha,0.0109,0.0269,0.0422,0.0504,0.0551,0.0579,0.0596
GLP,Carbon Stock|Forest|Total,Mt C,1600897726134.8782,48375105.847296,1295102827.823104,2577726091.296768,2977338438.4512,3068553880.141824,3088004176.412672
GLP,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-1173991665829.6284,1173956190754.6226,-914266996.1155924,-940590393.2140204,-293049054.57991666,-66891323.906457424,-14263550.598622065
GMB,Area|Forest|Age Class|0-20,Million ha,0.0232,0.0098,0.0031,0.0006,0.0,0.0,0.0
GMB,Area|Forest|Age Class|21-40,Million ha,0.0108,0.0234,0.0285,0.0284,0.0232,0.0098,0.0031
GMB,Area|Forest|Age Class|41-60,Million ha,0.0012,0.002,0.0034,0.0057,0.0108,0.0234,0.0285
GMB,Area|Forest|Age Class|61+,Million ha,0.0,0.0,0.0002,0.0005,0.0012,0.002,0.0036
GMB,Carbon Stock|Forest|Total,Mt C,0.4623649375,0.5701784375,0.657445,0.724138875,0.7734283125,0.80914475,0.8347306875
GMB,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.0888019955083618,-0.07906323333333329,-0.06399547916666665,-0.048908841666666675,-0.03614558750000002,-0.026192054166666645,-0.018763020833333366
GNB,Area|Forest|Age Class|0-20,Million ha,0.0644,0.0212,0.0075,0.0014,0.0,0.0,0.0
GNB,Area|Forest|Age Class|21-40,Million ha,0.3599,0.3051,0.2369,0.1391,0.0644,0.0212,0.0075
