Region,Variable,Unit,2020,2025,2030,2035,2040,2045,2050
GNB,Area|Forest|Age Class|41-60,Million ha,0.2132,0.2712,0.2435,0.3309,0.3599,0.3051,0.2369
GNB,Area|Forest|Age Class|61+,Million ha,0.0061,0.0461,0.1557,0.1722,0.2193,0.3173,0.3992
GNB,Carbon Stock|Forest|Total,Mt C,18.54786,20.555452,22.472664,24.2761,25.950856,27.48938,28.890034
GNB,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-1.5147284919529838,-1.4722341333333326,-1.4059554666666687,-1.3225197333333316,-1.2281544000000015,-1.1282509333333324,-1.0271462666666662
GNQ,Area|Forest|Age Class|0-20,Million ha,0.001,0.0006,0.0002,0.0001,0.0,0.0,0.0
GNQ,Area|Forest|Age Class|21-40,Million ha,0.0006,0.0009,0.0013,0.0012,0.001,0.0006,0.0002
GNQ,Area|Forest|Age Class|41-60,Million ha,0.0013,0.0012,0.0006,0.0004,0.0006,0.0009,0.0013
GNQ,Area|Forest|Age Class|61+,Million ha,2.8914,2.8916,2.8922,2.8926,2.8927,2.8928,2.8928
GNQ,Carbon Stock|Forest|Total,Mt C,456.123616,460.287616,464.2424,467.996992,471.559808,474.939552,478.144128
GNQ,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-3.2134975973628683,-3.0535999999999905,-2.9001749333333047,-2.7533674666666683,-2.6127317333333315,-2.4784789333333452,-2.350022400000023
GRC,Area|Forest|Age Class|0-20,Million ha,0.0145,0.0106,0.0081,0.0029,0.0,0.0,0.0
GRC,Area|Forest|Age Class|21-40,Million ha,0.1726,0.0871,0.0408,0.021,0.0145,0.0106,0.0081
GRC,Area|Forest|Age Class|41-60,Million ha,1.331,0.8126,0.5012,0.3036,0.1726,0.0871,0.0408
GRC,Area|Forest|Age Class|61+,Million ha,2.5153,3.1231,3.4833,3.7059,3.8463,3.9357,3.9845
GRC,Carbon Stock|Forest|Total,Mt C,135.780448,147.33912,158.120352,168.142176,177.483792,186.226176,194.410816
GRC,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-8.980570386245258,-8.476359466666668,-7.9062367999999905,-7.349337600000007,-6.85051839999999,-6.411081600000012,-6.002069333333334
GRD,Area|Forest|Age Class|0-20,Million ha,0.0004,0.0003,0.0002,0.0,0.0,0.0,0.0
GRD,Area|Forest|Age Class|21-40,Million ha,0.0076,0.0036,0.0007,0.0004,0.0004,0.0003,0.0002
GRD,Area|Forest|Age Class|41-60,Million ha,0.0031,0.0069,0.0094,0.0089,0.0076,0.0036,0.0007
GRD,Area|Forest|Age Class|61+,Million ha,0.0019,0.0022,0.0027,0.0037,0.005,0.0091,0.0121
GRD,Carbon Stock|Forest|Total,Mt C,0.6976193125,0.7483130625,0.78836975,0.8202558125,0.847538,0.872169375,0.894974875
GRD,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.04481686246320325,-0.03717541666666665,-0.02937490416666668,-0.023383112500000025,-0.0200069375,-0.018063008333333342,-0.016724033333333277
GTM,Area|Forest|Age Class|0-20,Million ha,0.3304,0.0745,0.0052,0.0003,0.0,0.0,0.0
GTM,Area|Forest|Age Class|21-40,Million ha,2.7792,2.5362,1.9758,1.0178,0.3304,0.0745,0.0052
GTM,Area|Forest|Age Class|41-60,Million ha,0.8257,1.1708,1.6392,2.3966,2.7792,2.5362,1.9758
GTM,Area|Forest|Age Class|61+,Million ha,0.8661,1.0199,1.1812,1.3867,1.6918,2.1907,2.8204
GTM,Carbon Stock|Forest|Total,Mt C,226.025952,242.35344,254.767712,263.981696,270.72032,275.60736,279.136832
GTM,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-15.166311303252495,-11.973491200000012,-9.103799466666654,-6.756921600000007,-4.941657600000012,-3.5838293333333424,-2.5882794666666653
GUF,Area|Forest|Age Class|0-20,Million ha,0.0015,0.0009,0.0001,0.0,0.0,0.0,0.0
GUF,Area|Forest|Age Class|21-40,Million ha,0.0091,0.004,0.0035,0.0031,0.0015,0.0009,0.0001
GUF,Area|Forest|Age Class|41-60,Million ha,0.0004,0.0061,0.0074,0.0077,0.0091,0.004,0.0035
GUF,Area|Forest|Age Class|61+,Million ha,9.1059,9.1059,9.1059,9.1061,9.1063,9.112,9.1133
GUF,Carbon Stock|Forest|Total,Mt C,1191.693184,1203.107712,1301.43168,1432.286336,1507.385216,1538.50304,1549.978112
GUF,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.12482831815656632,-8.37065386666668,-72.10424319999994,-95.96008106666665,-55.072512,-22.819737600000114,-8.415052799999966
GUY,Area|Forest|Age Class|0-20,Million ha,0.0066,0.0028,0.0007,0.0001,0.0,0.0,0.0
GUY,Area|Forest|Age Class|21-40,Million ha,0.0374,0.0242,0.0175,0.0126,0.0066,0.0028,0.0007
GUY,Area|Forest|Age Class|41-60,Million ha,0.0049,0.0208,0.0288,0.0334,0.0374,0.0242,0.0175
GUY,Area|Forest|Age Class|61+,Million ha,20.23,20.2311,20.2319,20.2328,20.2349,20.2519,20.2607
GUY,Carbon Stock|Forest|Total,Mt C,2513.673216,2514.252288,2514.789376,2515.218432,2515.512832,2515.702528,2515.825152
GUY,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.45857870159998126,-0.4246527999999974,-0.39386453333336247,-0.314641066666627,-0.21589333333316363,-0.1391103999999359,-0.08992426666673055
HND,Area|Forest|Age Class|0-20,Million ha,0.4039,0.1015,0.0131,0.0008,0.0,0.0,0.0
HND,Area|Forest|Age Class|21-40,Million ha,3.3801,2.9207,2.0844,1.02,0.4039,0.1015,0.0131
HND,Area|Forest|Age Class|41-60,Million ha,1.2159,1.8126,2.5219,3.3006,3.3801,2.9207,2.0844
HND,Area|Forest|Age Class|61+,Million ha,0.2993,0.4644,0.6798,0.9778,1.5152,2.277,3.2017
HND,Carbon Stock|Forest|Total,Mt C,244.952304,268.779936,290.704992,312.348896,330.25824,342.954176,351.488096
HND,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-21.952532358241097,-17.473596800000017,-16.078374399999987,-15.87219626666668,-13.133518933333315,-9.310353066666679,-6.258207999999975
HRV,Area|Forest|Age Class|0-20,Million ha,0.0056,0.0045,0.0024,0.0011,0.0,0.0,0.0
HRV,Area|Forest|Age Class|21-40,Million ha,0.0431,0.0257,0.0122,0.0066,0.0056,0.0045,0.0024
HRV,Area|Forest|Age Class|41-60,Million ha,0.3374,0.1976,0.1283,0.0761,0.0431,0.0257,0.0122
HRV,Area|Forest|Age Class|61+,Million ha,2.3709,2.5292,2.6141,2.6732,2.7083,2.7268,2.7424
HRV,Carbon Stock|Forest|Total,Mt C,140.272768,148.639008,156.106048,162.95856,169.536768,176.139408,182.927968
HRV,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-6.927706112748349,-6.135242666666649,-5.475829333333332,-5.0251754666666795,-4.824019199999992,-4.841936000000006,-4.978277333333326
HTI,Area|Forest|Age Class|0-20,Million ha,0.1095,0.0501,0.0131,0.0028,0.0,0.0,0.0
HTI,Area|Forest|Age Class|21-40,Million ha,0.1539,0.1938,0.1998,0.1667,0.1095,0.0501,0.0131
HTI,Area|Forest|Age Class|41-60,Million ha,0.0297,0.0463,0.0723,0.1072,0.1539,0.1938,0.1998
HTI,Area|Forest|Age Class|61+,Million ha,0.0132,0.0161,0.0211,0.0296,0.0429,0.0624,0.0934
HTI,Carbon Stock|Forest|Total,Mt C,8.552287,10.260562,11.759518,12.97991,13.921486,14.623226,15.13527
HTI,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-1.3058275648204405,-1.2527350000000002,-1.0992343999999998,-0.8949541333333336,-0.6904890666666663,-0.514609333333334,-0.37549893333333295
HUN,Area|Forest|Age Class|0-20,Million ha,0.0368,0.0163,0.0047,0.0005,0.0,0.0,0.0
HUN,Area|Forest|Age Class|21-40,Million ha,0.208,0.1553,0.1082,0.0671,0.0368,0.0163,0.0047
HUN,Area|Forest|Age Class|41-60,Million ha,0.7535,0.521,0.343,0.2669,0.208,0.1553,0.1082
HUN,Area|Forest|Age Class|61+,Million ha,0.3897,0.6954,0.9321,1.0535,1.1432,1.2164,1.2751
HUN,Carbon Stock|Forest|Total,Mt C,91.590272,98.814464,105.230784,110.861904,115.755944,119.97596,123.591848
HUN,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-5.8785367999315215,-5.2977408000000015,-4.705301333333333,-4.129487999999997,-3.5889626666666694,-3.0946784000000007,-2.6516511999999985
IDN,Area|Forest|Age Class|0-20,Million ha,7.8142,4.008,1.4125,0.2569,0.0,0.0,0.0
IDN,Area|Forest|Age Class|21-40,Million ha,6.7914,9.8466,11.2023,10.3578,7.8142,4.008,1.4125
IDN,Area|Forest|Age Class|41-60,Million ha,0.7087,1.3622,2.4785,4.3026,6.7914,9.8466,11.2023
IDN,Area|Forest|Age Class|61+,Million ha,145.0538,145.1513,145.2748,145.4508,145.7625,146.5135,147.7533
IDN,Carbon Stock|Forest|Total,Mt C,17471.34464,17628.690432,17778.860032,17912.795136,18026.061824,18118.033408,18190.465024
IDN,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-111.30948402868839,-115.38691413333338,-110.12437333333412,-98.21907626666676,-83.06223786666644,-67.44582826666593,-53.116518400001226
IMN,Area|Forest|Age Class|0-20,Million ha,0.0001,0.0001,0.0001,0.0,0.0,0.0,0.0
IMN,Area|Forest|Age Class|21-40,Million ha,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
IMN,Area|Forest|Age Class|41-60,Million ha,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0001
IMN,Area|Forest|Age Class|61+,Million ha,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
IMN,Carbon Stock|Forest|Total,Mt C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMN,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IND,Area|Forest|Age Class|0-20,Million ha,6.2659,2.1921,0.2834,0.0031,0.0,0.0,0.0
IND,Area|Forest|Age Class|21-40,Million ha,23.5471,23.435,19.1355,11.3292,6.2659,2.1921,0.2834
IND,Area|Forest|Age Class|41-60,Million ha,9.2182,11.9464,16.2358,21.5273,23.5471,23.435,19.1355
IND,Area|Forest|Age Class|61+,Million ha,2.7917,4.2494,6.1682,8.9633,12.0099,16.1958,22.404
IND,Carbon Stock|Forest|Total,Mt C,1273.716224,1426.910464,1569.614976,1700.132992,1817.845888,1922.86784,2015.769984
IND,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-117.73977133812586,-112.3424426666667,-104.64997546666669,-95.71321173333332,-86.3227904,-77.0160981333332,-68.12823893333344
IRL,Area|Forest|Age Class|0-20,Million ha,0.0419,0.0414,0.0385,0.0018,0.0,0.0,0.0
IRL,Area|Forest|Age Class|21-40,Million ha,0.0023,0.0022,0.0043,0.0404,0.0419,0.0414,0.0385
IRL,Area|Forest|Age Class|41-60,Million ha,0.0035,0.0029,0.0026,0.0023,0.0023,0.0022,0.0043
IRL,Area|Forest|Age Class|61+,Million ha,0.0071,0.0083,0.0094,0.0103,0.0106,0.0112,0.012
IRL,Carbon Stock|Forest|Total,Mt C,0.826396625,1.0915375,1.487072875,1.927083375,2.32738275,2.65600225,2.9132915
IRL,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.10732007873479203,-0.1944366416666667,-0.2900592749999999,-0.3226743666666667,-0.29355287499999994,-0.24098763333333323,-0.1886787833333336
IRN,Area|Forest|Age Class|0-20,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRN,Area|Forest|Age Class|21-40,Million ha,0.0153,0.0086,0.0015,0.0008,0.0,0.0,0.0
IRN,Area|Forest|Age Class|41-60,Million ha,0.4105,0.2477,0.1373,0.0491,0.0153,0.0086,0.0015
IRN,Area|Forest|Age Class|61+,Million ha,1.5681,1.7376,1.8551,1.944,1.9786,1.9853,1.9924
IRN,Carbon Stock|Forest|Total,Mt C,61.244224,62.387784,63.259104,63.837752,64.190008,64.401656,64.53108
IRN,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-1.1514012075356248,-0.8386106666666672,-0.6389679999999979,-0.4243418666666675,-0.25832106666666965,-0.15520853333333093,-0.09491093333333347
IRQ,Area|Forest|Age Class|0-20,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRQ,Area|Forest|Age Class|21-40,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRQ,Area|Forest|Age Class|41-60,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRQ,Area|Forest|Age Class|61+,Million ha,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
IRQ,Carbon Stock|Forest|Total,Mt C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRQ,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISL,Area|Forest|Age Class|0-20,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISL,Area|Forest|Age Class|21-40,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISL,Area|Forest|Age Class|41-60,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISL,Area|Forest|Age Class|61+,Million ha,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016
ISL,Carbon Stock|Forest|Total,Mt C,0.0135581748046875,0.0135931064453125,0.0136233876953125,0.013649626953125,0.013672353515625,0.01369203515625,0.0137090732421875
ISL,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-2.9539844527747224e-05,-2.5616536458332912e-05,-2.2206249999999943e-05,-1.924212239583431e-05,-1.6666145833332348e-05,-1.4433203125001115e-05,-1.2494596354165862e-05
ISR,Area|Forest|Age Class|0-20,Million ha,0.0001,0.0001,0.0001,0.0,0.0,0.0,0.0
ISR,Area|Forest|Age Class|21-40,Million ha,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0001
ISR,Area|Forest|Age Class|41-60,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISR,Area|Forest|Age Class|61+,Million ha,0.005,0.005,0.005,0.005,0.005,0.005,0.005
ISR,Carbon Stock|Forest|Total,Mt C,0.13499771875,0.1463444375,0.157843296875,0.170617,0.185455703125,0.20306053125,0.22416053125
ISR,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.00963053272064545,-0.008320927083333342,-0.008432496875000002,-0.009367382291666651,-0.010881715625000014,-0.012910207291666665,-0.015473333333333316
ITA,Area|Forest|Age Class|0-20,Million ha,0.0054,0.0031,0.0026,0.0016,0.0,0.0,0.0
ITA,Area|Forest|Age Class|21-40,Million ha,0.2463,0.1408,0.0609,0.019,0.0054,0.0031,0.0026
ITA,Area|Forest|Age Class|41-60,Million ha,1.5068,1.0283,0.6907,0.4355,0.2463,0.1408,0.0609
ITA,Area|Forest|Age Class|61+,Million ha,6.7428,7.3291,7.7471,8.0452,8.2496,8.3574,8.4378
ITA,Carbon Stock|Forest|Total,Mt C,462.710528,500.700704,536.664704,570.376768,601.809856,631.082752,658.36608
ITA,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-29.03892514743303,-27.859462399999973,-26.37360000000004,-24.722180266666623,-23.050931199999997,-21.466790400000043,-20.007773866666653
JAM,Area|Forest|Age Class|0-20,Million ha,0.0658,0.019,0.003,0.0005,0.0,0.0,0.0
JAM,Area|Forest|Age Class|21-40,Million ha,0.4549,0.4128,0.3195,0.1576,0.0658,0.019,0.003
JAM,Area|Forest|Age Class|41-60,Million ha,0.1278,0.2062,0.2938,0.422,0.4549,0.4128,0.3195
JAM,Area|Forest|Age Class|61+,Million ha,0.0152,0.0257,0.0474,0.0836,0.143,0.2319,0.3412
JAM,Carbon Stock|Forest|Total,Mt C,32.622484,35.37352,37.633344,39.374084,40.786,41.984152,43.020064
JAM,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-2.509499521609565,-2.0174263999999993,-1.657204266666668,-1.2765426666666684,-1.0354050666666652,-0.8786448000000002,-0.7596687999999971
JEY,Area|Forest|Age Class|0-20,Million ha,0.0005,0.0003,0.0002,0.0001,0.0,0.0,0.0
JEY,Area|Forest|Age Class|21-40,Million ha,0.0001,0.0003,0.0004,0.0004,0.0005,0.0003,0.0002
JEY,Area|Forest|Age Class|41-60,Million ha,0.0,0.0,0.0,0.0001,0.0001,0.0003,0.0004
JEY,Area|Forest|Age Class|61+,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JEY,Carbon Stock|Forest|Total,Mt C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JEY,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOR,Area|Forest|Age Class|0-20,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOR,Area|Forest|Age Class|21-40,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOR,Area|Forest|Age Class|41-60,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOR,Area|Forest|Age Class|61+,Million ha,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
JOR,Carbon Stock|Forest|Total,Mt C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOR,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JPN,Area|Forest|Age Class|0-20,Million ha,0.1659,0.0296,0.018,0.0,0.0,0.0,0.0
JPN,Area|Forest|Age Class|21-40,Million ha,5.443,2.4954,1.1654,0.3621,0.1659,0.0296,0.018
JPN,Area|Forest|Age Class|41-60,Million ha,15.3068,12.1262,11.0078,7.4351,5.443,2.4954,1.1654
JPN,Area|Forest|Age Class|61+,Million ha,12.3494,18.6139,21.0739,25.4679,27.6562,30.7401,32.0817
JPN,Carbon Stock|Forest|Total,Mt C,1489.504,1596.612096,1681.668352,1748.692608,1801.500672,1843.239424,1876.28928
JPN,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-97.17535334888389,-78.54593706666678,-62.374587733333215,-49.151121066666775,-38.72591359999988,-30.60841813333348,-24.236561066666564
KAZ,Area|Forest|Age Class|0-20,Million ha,0.0098,0.0024,0.0007,0.0,0.0,0.0,0.0
KAZ,Area|Forest|Age Class|21-40,Million ha,0.1412,0.102,0.0553,0.0216,0.0098,0.0024,0.0007
KAZ,Area|Forest|Age Class|41-60,Million ha,0.2291,0.2032,0.1866,0.1787,0.1412,0.102,0.0553
KAZ,Area|Forest|Age Class|61+,Million ha,1.6116,1.6841,1.7491,1.7914,1.8407,1.8873,1.9357
KAZ,Carbon Stock|Forest|Total,Mt C,73.94468,75.6128,77.09552,78.40396,79.551856,80.554416,81.427168
KAZ,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-1.3645126992560543,-1.2232879999999908,-1.0873280000000003,-0.9595226666666699,-0.8417904000000022,-0.7352106666666686,-0.6400181333333269
KEN,Area|Forest|Age Class|0-20,Million ha,0.463,0.2957,0.1378,0.0284,0.0,0.0,0.0
KEN,Area|Forest|Age Class|21-40,Million ha,0.375,0.4775,0.5599,0.5699,0.463,0.2957,0.1378
KEN,Area|Forest|Age Class|41-60,Million ha,0.1982,0.2205,0.256,0.3036,0.375,0.4775,0.5599
KEN,Area|Forest|Age Class|61+,Million ha,0.5648,0.6073,0.6473,0.6991,0.763,0.8278,0.9033
KEN,Carbon Stock|Forest|Total,Mt C,57.960316,62.524132,66.934668,71.074848,74.867376,78.272712,81.281704
KEN,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-3.3497246021567038,-3.3467984000000017,-3.2343930666666667,-3.0361320000000007,-2.7811871999999926,-2.497246400000004,-2.2065941333333376
KGZ,Area|Forest|Age Class|0-20,Million ha,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0
KGZ,Area|Forest|Age Class|21-40,Million ha,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
KGZ,Area|Forest|Age Class|41-60,Million ha,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001
KGZ,Area|Forest|Age Class|61+,Million ha,0.0516,0.0516,0.0516,0.0516,0.0516,0.0516,0.0517
KGZ,Carbon Stock|Forest|Total,Mt C,1.494389125,1.540319375,1.581128375,1.61847075,1.652932125,1.684813875,1.7143525
KGZ,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.04039251223801581,-0.03368218333333321,-0.02992660000000007,-0.027384408333333277,-0.02527167500000001,-0.023379949999999948,-0.02166165833333336
KHM,Area|Forest|Age Class|0-20,Million ha,0.3832,0.2219,0.1108,0.0071,0.0,0.0,0.0
KHM,Area|Forest|Age Class|21-40,Million ha,3.534,2.7663,1.5729,1.006,0.3832,0.2219,0.1108
KHM,Area|Forest|Age Class|41-60,Million ha,0.5065,1.3924,2.6092,3.177,3.534,2.7663,1.5729
KHM,Area|Forest|Age Class|61+,Million ha,2.075,2.1181,2.2058,2.3086,2.5815,3.5105,4.815
KHM,Carbon Stock|Forest|Total,Mt C,537.488576,589.649216,631.590784,663.540096,686.670144,702.719744,713.513408
KHM,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-44.80270710497835,-38.251136000000045,-30.757149866666634,-23.42949546666664,-16.962035200000074,-11.769706666666623,-7.915353600000026
KNA,Area|Forest|Age Class|0-20,Million ha,0.0007,0.0003,0.0001,0.0001,0.0,0.0,0.0
KNA,Area|Forest|Age Class|21-40,Million ha,0.0014,0.0016,0.0015,0.0009,0.0007,0.0003,0.0001
KNA,Area|Forest|Age Class|41-60,Million ha,0.0025,0.0018,0.0011,0.0016,0.0014,0.0016,0.0015
KNA,Area|Forest|Age Class|61+,Million ha,0.0065,0.0074,0.0084,0.0085,0.009,0.0092,0.0095
KNA,Carbon Stock|Forest|Total,Mt C,350720535400.8085,1.592116875,10.032425,25.957094,40.336632,49.361936,54.13278
KNA,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-257195059293.61166,257195059292.75864,-6.189559291666666,-11.6780906,-10.544994533333334,-6.6185562666666655,-3.4986189333333306
KOR,Area|Forest|Age Class|0-20,Million ha,2.7705,1.3271,0.2339,0.0,0.0,0.0,0.0
KOR,Area|Forest|Age Class|21-40,Million ha,3.0511,4.2782,4.9611,4.3508,2.7705,1.3271,0.2339
KOR,Area|Forest|Age Class|41-60,Million ha,0.2196,0.4273,0.8114,1.5875,3.0511,4.2782,4.9611
KOR,Area|Forest|Age Class|61+,Million ha,0.0056,0.0142,0.0404,0.1085,0.2252,0.4415,0.8518
KOR,Carbon Stock|Forest|Total,Mt C,276.514112,321.656992,358.36352,386.923008,408.488672,424.457472,436.146944
KOR,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-38.182302794907834,-33.10477866666666,-26.918120533333326,-20.943624533333324,-15.814820266666686,-11.710453333333323,-8.572279466666682
LAO,Area|Forest|Age Class|0-20,Million ha,2.3639,0.6369,0.1772,0.0305,0.0,0.0,0.0
LAO,Area|Forest|Age Class|21-40,Million ha,12.7505,10.9576,8.0843,5.187,2.3639,0.6369,0.1772
LAO,Area|Forest|Age Class|41-60,Million ha,5.3096,7.9948,10.245,11.9375,12.7505,10.9576,8.0843
LAO,Area|Forest|Age Class|61+,Million ha,1.1082,1.9429,3.0257,4.3772,6.4178,9.9377,13.2707
LAO,Carbon Stock|Forest|Total,Mt C,1442.333952,1583.01632,1710.376448,1823.462912,1922.25728,2007.408384,2079.985792
LAO,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-111.38491970158368,-103.16706986666665,-93.39742720000001,-82.93007359999999,-72.44920320000006,-62.44414293333335,-53.223432533333245
LBN,Area|Forest|Age Class|0-20,Million ha,0.0001,0.0001,0.0001,0.0,0.0,0.0,0.0
LBN,Area|Forest|Age Class|21-40,Million ha,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0001
LBN,Area|Forest|Age Class|41-60,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LBN,Area|Forest|Age Class|61+,Million ha,0.0237,0.0237,0.0237,0.0237,0.0237,0.0237,0.0237
LBN,Carbon Stock|Forest|Total,Mt C,0.5831245,0.60651125,0.6279176875,0.648475625,0.668879375,0.689556375,0.710788625
LBN,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.019850437637360895,-0.01715028333333326,-0.015698054166666697,-0.015075820833333342,-0.014962750000000039,-0.015163133333333292,-0.01557031666666663
LBR,Area|Forest|Age Class|0-20,Million ha,0.0736,0.033,0.0051,0.0003,0.0,0.0,0.0
LBR,Area|Forest|Age Class|21-40,Million ha,0.0768,0.1114,0.1297,0.117,0.0736,0.033,0.0051
LBR,Area|Forest|Age Class|41-60,Million ha,0.0079,0.0129,0.0209,0.037,0.0768,0.1114,0.1297
LBR,Area|Forest|Age Class|61+,Million ha,10.3052,10.3062,10.3078,10.3092,10.3131,10.3191,10.3287
LBR,Carbon Stock|Forest|Total,Mt C,1102.685568,1104.011904,1104.996096,1105.68896,1106.162944,1106.482304,1106.696192
LBR,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-1.1883803061497473,-0.9726463999998941,-0.7217408000000887,-0.5081002666665729,-0.3475882666666469,-0.23419733333347112,-0.15685119999999791
LBY,Area|Forest|Age Class|0-20,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LBY,Area|Forest|Age Class|21-40,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LBY,Area|Forest|Age Class|41-60,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LBY,Area|Forest|Age Class|61+,Million ha,0.001,0.001,0.001,0.001,0.001,0.001,0.001
LBY,Carbon Stock|Forest|Total,Mt C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LBY,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCA,Area|Forest|Age Class|0-20,Million ha,0.0013,0.0006,0.0001,0.0,0.0,0.0,0.0
LCA,Area|Forest|Age Class|21-40,Million ha,0.0234,0.006,0.002,0.0018,0.0013,0.0006,0.0001
LCA,Area|Forest|Age Class|41-60,Million ha,0.0089,0.0255,0.0286,0.0274,0.0234,0.006,0.002
LCA,Area|Forest|Age Class|61+,Million ha,0.0053,0.0068,0.0082,0.0097,0.0142,0.0323,0.0368
LCA,Carbon Stock|Forest|Total,Mt C,2.311951,2.84239425,3.2804105,3.8067035,4.451317,5.1588315,5.87709
LCA,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.47119931003001836,-0.3889917166666665,-0.32121191666666665,-0.3859481999999999,-0.47271656666666706,-0.5188439666666662,-0.5267229
LIE,Area|Forest|Age Class|0-20,Million ha,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0
LIE,Area|Forest|Age Class|21-40,Million ha,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
LIE,Area|Forest|Age Class|41-60,Million ha,0.0006,0.0004,0.0003,0.0002,0.0002,0.0001,0.0001
LIE,Area|Forest|Age Class|61+,Million ha,0.0037,0.004,0.0042,0.0043,0.0043,0.0044,0.0045
LIE,Carbon Stock|Forest|Total,Mt C,0.30495440625,0.31384075,0.321014125,0.3278473125,0.33448025,0.34091940625,0.34716046875
LIE,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.010280334937108932,-0.006516652083333352,-0.005260474999999987,-0.0050110041666666695,-0.00486415416666666,-0.004722047916666683,-0.0045767791666666705
LKA,Area|Forest|Age Class|0-20,Million ha,0.825,0.3987,0.0636,0.0013,0.0,0.0,0.0
LKA,Area|Forest|Age Class|21-40,Million ha,1.9726,2.1829,2.0113,1.5229,0.825,0.3987,0.0636
