Region,Variable,Unit,2020,2025,2030,2035,2040,2045,2050
ZMB,Area|Forest|Age Class|0-20,Million ha,3.7425,2.1402,0.7498,0.0784,0.0,0.0,0.0
ZMB,Area|Forest|Age Class|21-40,Million ha,7.1693,7.1652,6.7828,5.5485,3.7425,2.1402,0.7498
ZMB,Area|Forest|Age Class|41-60,Million ha,4.6377,5.3679,6.1716,6.8652,7.1693,7.1652,6.7828
ZMB,Area|Forest|Age Class|61+,Million ha,3.133,4.0092,4.9783,6.1904,7.7707,9.3771,11.1499
ZMB,Carbon Stock|Forest|Total,Mt C,521.846976,578.41568,630.529664,677.279104,718.334208,753.794496,784.033152
ZMB,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-43.60570000908338,-41.483716266666605,-38.21692160000005,-34.282922666666614,-30.107076266666684,-26.004211199999993,-22.17501439999999
