Region,Variable,Unit,2020,2025,2030,2035,2040,2045,2050
SGP,Area|Forest|Age Class|0-20,Million ha,0.0002,0.0001,0.0001,0.0,0.0,0.0,0.0
SGP,Area|Forest|Age Class|21-40,Million ha,0.0004,0.0004,0.0003,0.0003,0.0002,0.0001,0.0001
SGP,Area|Forest|Age Class|41-60,Million ha,0.0,0.0001,0.0002,0.0003,0.0004,0.0004,0.0003
SGP,Area|Forest|Age Class|61+,Million ha,0.002,0.002,0.002,0.002,0.002,0.0021,0.0022
SGP,Carbon Stock|Forest|Total,Mt C,0.197783,0.202201640625,0.20563784375,0.207922546875,0.209354953125,0.21026328125,0.2108653125
SGP,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.003477869134616919,-0.0032403364583333517,-0.002519882291666653,-0.00167544895833334,-0.0010504312499999926,-0.000666107291666664,-0.0004414895833333506
