Region,Variable,Unit,2020,2025,2030,2035,2040,2045,2050
SVK,Area|Forest|Age Class|0-20,Million ha,0.0299,0.014,0.0048,0.0005,0.0,0.0,0.0
SVK,Area|Forest|Age Class|21-40,Million ha,0.1527,0.1168,0.0844,0.0562,0.0299,0.014,0.0048
SVK,Area|Forest|Age Class|41-60,Million ha,1.2408,0.6634,0.265,0.1889,0.1527,0.1168,0.0844
SVK,Area|Forest|Age Class|61+,Million ha,1.402,2.0312,2.4712,2.5798,2.6428,2.6946,2.7362
SVK,Carbon Stock|Forest|Total,Mt C,253.520992,208612.655104,96150828.875776,1562382937.62048,5546973885.104128,9865679465.34912,12816582916.964352
SVK,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-9.943806684052415,-152796.6983488,-70357625.2284928,-1075236879.7461162,-2922033361.488008,-3167050758.846327,-2163995864.517837
